Column,Notice Date,Effective Date,Received Date,Company,Company 2,City,County,Employees,Layoff/Closure,County Orig,Year,Layoff/Closure clean
145,11/17/2020,11/17/2020,11/19/2020,National Oilwell Varco,National Oilwell Varco,Orange,Orange County,283.0,Closure Permanent,Orange County,2020,closure permanent
146,11/16/2020,11/16/2020,11/19/2020,Hoag Memorial Hospital Presbyterian,Hoag Memorial Hospital Presbyterian,Newport Beach,Orange County,49.0,Layoff Permanent,Orange County,2020,layoff permanent
147,11/09/2020,07/12/2020,11/19/2020,"Wencor Group, LLC PHS MWA Corp","Wencor Group, LLC",Temecula,Riverside County,45.0,Closure Temporary,Riverside County,2020,closure temporary
148,11/16/2020,11/23/2020,11/19/2020,Hartwell Corporation,Hartwell Corporation,Placentia,San Bernardino County,173.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
149,11/16/2020,11/23/2020,11/19/2020,Hartwell Corporation,Hartwell Corporation,Rancho Cucamonga,San Bernardino County,50.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
150,11/05/2020,09/30/2020,11/19/2020,TriWest Healthcare Alliance,TriWest Healthcare Alliance,San Diego,San Diego County,105.0,Layoff Permanent,San Diego County,2020,layoff permanent
151,11/06/2020,03/01/2020,11/19/2020,Sodexo Inc.,"Sodexo, Inc.",Los Angeles,Los Angeles County,200.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
152,11/06/2020,01/11/2021,11/19/2020,Southwest Airlines - Norman Y. Mineta San Jose International Airport,Southwest Airlines ,San Jose,Santa Clara County,1.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
153,11/16/2020,10/31/2020,11/19/2020,Westside Tavern,Westside Tavern,Los Angeles,Los Angeles County,84.0,Closure Permanent,Los Angeles County,2020,closure permanent
154,11/13/2020,07/28/2020,11/18/2020,"Tailored Shared Services, Inc.","Tailored Shared Services, Inc.",Fremont,Alameda County,86.0,Layoff Permanent,Alameda County,2020,layoff permanent
155,11/13/2020,11/20/2020,11/18/2020,URW-Unibail-Rodamco-Westfield,URW-Unibail-Rodamco-Westfield,Los Angeles,Los Angeles County,84.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
156,11/11/2020,01/29/2021,11/18/2020,Optimist Youth Homes & Family Services,Optimist Youth Homes & Family Services,Los Angeles,Los Angeles County,63.0,Layoff Type Unknown,Los Angeles County,2020,layoff type unknown
157,11/12/2020,12/01/2020,11/18/2020,Princess Cruise lines Ltd,Princess Cruise Lines Ltd,Santa Clarita,Los Angeles County,114.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
158,11/12/2020,01/18/2021,11/18/2020,Santa Monica Georgian Management LLC,Santa Monica Georgian Management LLC,Santa Monica,Los Angeles County,73.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
159,10/26/2020,12/31/2020,11/18/2020,Hotel Del Coronado,Hotel Del Coronado,Coronado,San Diego County,563.0,Layoff Temporary,San Diego County,2020,layoff temporary
160,11/24/2020,07/14/2020,11/18/2020,"LTF Club Management Company, LLC dba Life Time In La Jolla","LTF Club Management Company, LLC",La Jolla,San Diego County,198.0,Closure Temporary,San Diego County,2020,closure temporary
161,11/10/2020,11/23/2020,11/18/2020,West Coast Tomato Growers,West Coast Tomato Growers,Oceanside,San Diego County,70.0,Layoff Temporary,San Diego County,2020,layoff temporary
162,11/09/2020,11/06/2020,11/18/2020,Hyatt Corporation dba Hyatt Regency San Francisco,Hyatt Corporation dba Grand Hyatt San Diego,San Francisco,San Francisco County,1.0,Layoff Permanent,San Francisco County,2020,layoff permanent
163,11/09/2020,11/09/2020,11/18/2020,Hyatt Corporation dba Grand Hyatt at SFO,Hyatt Corporation dba Grand Hyatt San Diego,San Francisco,San Francisco County,8.0,Layoff Permanent,San Francisco County,2020,layoff permanent
164,11/11/2020,11/11/2020,11/18/2020,"J Brand, Inc.","J Brand, Inc.",Camarillo,Ventura County,6.0,Closure Permanent,Ventura County,2020,closure permanent
165,10/28/2020,01/06/2021,11/18/2020,Craft Beer Guild Distributing,Craft Beer Guild Distributing,Cerritos,Los Angeles County,68.0,Closure Permanent,Los Angeles County,2020,closure permanent
166,11/12/2020,12/05/2020,11/18/2020,Valiant Integrated Services,Valiant Integrated Services,Fort Irwin,San Bernardino County,86.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
167,11/12/2020,11/23/2020,11/18/2020,"Walt Disney Parks and Resorts U.S., Inc.","Walt Disney Parks and Resorts U.S., Inc",Ontario,San Bernardino County,7.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
168,10/29/2020,12/31/2020,11/18/2020,"Walt Disney Parks and Resorts U.S., Inc","Walt Disney Parks and Resorts U.S., Inc",Ontario,San Bernardino County,35.0,Layoff Type Unknown,San Bernardino County,2020,layoff type unknown
169,10/28/2020,01/01/2021,11/18/2020,Aramark,Aramark,Milpitas,Santa Clara County,66.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
170,10/28/2020,01/01/2021,11/18/2020,Aramark,Aramark,San Jose,Santa Clara County,62.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
171,11/13/2020,10/19/2020,11/18/2020,"Sun Pacific Farming Cooperative, Inc.","Sun Pacific Farming Cooperative, Inc.",Exeter,Tulare County,220.0,Layoff Permanent,Tulare County,2020,layoff permanent
172,09/01/2020,09/30/2020,11/18/2020,PAE,PAE,Lemoore,Kings County,301.0,Layoff Permanent,Kings County,2020,layoff permanent
173,11/12/2020,11/12/2020,11/18/2020,"RBI Packing, LLC","RBI Packing, LLC",Thermal,Riverside County,88.0,Layoff Type Unknown,Riverside County,2020,layoff type unknown
174,11/12/2020,11/12/2020,11/18/2020,"Richard Bagdasarian, Inc.","Richard Bagdasarian, Inc.",Mecca,Riverside County,391.0,Layoff Type Unknown,Riverside County,2020,layoff type unknown
175,11/10/2020,01/11/2020,11/18/2020,CSAA Insurance Group,CSAA Insurance Group,Fairfield,Solano County,18.0,Closure Permanent,Solano County,2020,closure permanent
176,10/30/2020,12/01/2020,11/17/2020,Robert Half International Inc.,Robert Half International Inc.,San Ramon,Contra Costa County,106.0,Layoff Permanent,Contra Costa County,2020,layoff permanent
177,11/05/2020,12/31/2020,11/17/2020,"MRI Manufacturing, Inc.","MRI Manufacturing, Inc.",Santa Monica,Los Angeles County,7.0,Closure Permanent,Los Angeles County,2020,closure permanent
178,11/05/2020,01/08/2021,11/17/2020,California Institute of Technology,California Institute of Technology,Pasadena,Los Angeles County,1.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
179,11/05/2020,01/08/2021,11/17/2020,California Institute of Technology,California Institute of Technology,Pasadena,Los Angeles County,87.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
180,11/06/2020,01/08/2020,11/17/2020,"Makita U.S.A., Inc.","Makita U.S.A., Inc.",La Mirada,Los Angeles County,17.0,Closure Permanent,Los Angeles County,2020,closure permanent
181,06/15/2020,06/15/2020,11/17/2020,Centric Brands Inc.,Centric Brands Inc.,Los Angeles,Los Angeles County,50.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
182,11/04/2020,12/01/2020,11/17/2020,True Leaf Farms,True Leaf Farms,Gonzales,Monterey County,202.0,Closure Permanent,Monterey County,2020,closure permanent
183,11/01/2020,11/01/2020,11/17/2020,Hotel Valencia,Hotel Valencia,San Jose,Santa Clara County,34.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
184,11/06/2020,11/13/2020,11/17/2020,"Universal City Studios, LLC dba Universal Studios Hollywood","Universal City Studios, LLC ",Universal City,Los Angeles County,52.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
185,11/12/2020,11/23/2020,11/17/2020,"Disney Destinations, LLC","Disney Destinations, LLC",Anaheim,Orange County,58.0,Layoff Temporary,Orange County,2020,layoff temporary
186,11/12/2020,11/23/2020,11/17/2020,Disney Entertainment Productions,Disney Entertainment Productions,Anaheim,Orange County,51.0,Layoff Temporary,Orange County,2020,layoff temporary
187,11/12/2020,11/23/2020,11/17/2020,"Walt Disney Travel Co., Inc.","Walt Disney Travel Co., Inc.",Anaheim,Orange County,132.0,Layoff Temporary,Orange County,2020,layoff temporary
188,11/05/2020,01/05/2021,11/17/2020,APL Logistics (APLL),APL Logistics (APLL),Redlands,San Bernardino County,65.0,Layoff Permanent,San Bernardino County,2020,layoff permanent
189,07/30/2020,07/31/2020,11/17/2020,Airport Management Services and Hudson Group,Airport Management Services and Hudson Group,San Jose,Santa Clara County,69.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
190,11/03/2020,11/03/2020,11/17/2020,"Precision Founders, Inc dba PCC Structurals","Precision Founders, Inc - PCC Structurals",San Leandro,Alameda County,6.0,Layoff Type Unknown,Alameda County,2020,layoff type unknown
191,11/12/2020,01/13/2021,11/17/2020,Collins Aerospace,Collins Aerospace,Chula Vista,San Diego County,48.0,Layoff Permanent,San Diego County,2020,layoff permanent
192,11/06/2020,11/06/2020,11/17/2020,Hyatt Corporation dba Grand Hyatt San Francisco,Hyatt Corporation dba Grand Hyatt San Diego,San Francisco,San Francisco County,5.0,Layoff Permanent,San Francisco County,2020,layoff permanent
193,08/31/2020,08/31/2020,11/17/2020,Airport Management Services and Hudson Group,Airport Management Services and Hudson Group,San Jose,Santa Clara County,1.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
194,11/02/2020,10/07/2020,11/17/2020,PayPal,PayPal,San Jose,Santa Clara County,56.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
195,11/10/2020,01/05/2021,11/16/2020,"Saba, a Subsidiary of Coernerstone OnDemand","Saba, a Subsidiary of Coernerstone OnDemand",Dublin,Alameda County,11.0,Layoff Permanent,Alameda County,2020,layoff permanent
196,07/17/2020,09/18/2020,11/16/2020,Blackhawk Country Club,Blackhawk Country Club,Danville,Contra Costa County,13.0,Layoff Permanent,Contra Costa County,2020,layoff permanent
197,11/02/2020,01/02/2021,11/16/2020,"Weber Metals, Inc.","Weber Metals, Inc.",Paramount,Los Angeles County,99.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
198,11/05/2020,01/05/2020,11/16/2020,Cornerstone OnDemand,Cornerstone OnDemand,Santa Monica,Los Angeles County,34.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
199,04/03/2020,04/02/2020,11/16/2020,"Tropitone Furniture Company, Inc.","Tropitone Furniture Company, Inc.",Irvine,Orange County,100.0,Layoff Permanent,Orange County,2020,layoff permanent
200,11/05/2020,01/12/2021,11/16/2020,Eaton,Eaton,Santa Ana,Orange County,111.0,Closure Permanent,Orange County,2020,closure permanent
201,10/30/2020,12/31/2020,11/16/2020,"Integrated Oncology Network, LLC","Integrated Oncology Network, LLC",Corona Del Mar,Orange County,30.0,Closure Permanent,Orange County,2020,closure permanent
202,11/04/2020,01/04/2021,11/16/2020,"Marvell Semiconductor, Inc.","Marvell Semiconductor, Inc.",Santa Clara,Santa Clara County,120.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
203,10/28/2020,01/05/2021,11/16/2020,Couch Distributing Company Inc.,Couch Distributing Company Inc.,Watsonville,Santa Cruz County,60.0,Layoff Permanent,Santa Cruz County,2020,layoff permanent
204,10/28/2020,10/28/2020,11/16/2020,Hollywood Park Casino Company,Hollywood Park Casino Company,Inglewood,Los Angeles County,163.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
205,06/12/2020,08/12/2020,11/16/2020,Pebble Beach Resorts,Pebble Beach Resorts,Pebble Beach,Monterey County,436.0,Layoff Permanent,Monterey County,2020,layoff permanent
206,11/06/2020,11/23/2020,11/16/2020,Leach International Corporation,Leach International Corporation,Buena Park,Orange County,224.0,Layoff Temporary,Orange County,2020,layoff temporary
207,11/04/2020,11/10/2020,11/16/2020,Radisson Hotel Fresno Conference Center-Evolution Hospitality,Radisson Hotel Fresno Conference Center,Fresno,Fresno County,23.0,Layoff Permanent,Fresno County,2020,layoff permanent
208,10/30/2020,10/30/2020,11/16/2020,Evolution Hospitality dba Cambria Hotel & Suites Anaheim,Evolution Hospitality dba Cambria Hotel & Suites Anaheim,Anaheim,Orange County,36.0,Layoff Temporary,Orange County,2020,layoff temporary
209,10/27/2020,10/27/2020,11/16/2020,Wells Fargo,Wells Fargo,San Francisco,San Francisco County,47.0,Layoff Permanent,San Francisco County,2020,layoff permanent
210,10/09/2020,09/01/2020,11/13/2020,Bon Appetit Management Co - Biola University,BON APPETIT Management Company,La Mirada,Los Angeles County,55.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
211,10/09/2020,09/01/2020,11/13/2020,Bon Appetit Management Co. - Huntington Library and Botanical Gardens,BON APPETIT Management Company,San Marino,Los Angeles County,68.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
212,10/27/2020,10/31/2020,11/13/2020,Progressive Gaming LLC dba Commerce Casino,Progressive Gaming LLC,Commerce,Los Angeles County,100.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
213,10/31/2020,11/01/2020,11/13/2020,"Quibi Holdings, LLC","Quibi Holdings, LLC",Los Angeles,Los Angeles County,180.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
214,11/02/2020,09/27/2020,11/13/2020,Deluxe Media Inc.,Deluxe Media Inc.,Burbank,Los Angeles County,7.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
215,10/28/2020,04/25/2020,11/13/2020,Panasonic Avionics Corporation,Panasonic Avionics Corporation,Lake Forest,Orange County,589.0,Layoff Permanent,Orange County,2020,layoff permanent
216,10/26/2020,10/30/2020,11/13/2020,Teradata Corporation,Teradata Corporation,San Diego,San Diego County,85.0,Layoff Permanent,San Diego County,2020,layoff permanent
217,09/21/2020,06/30/2020,11/13/2020,Hyatt Corporation - Andaz San Diego,Hyatt Corporation dba Grand Hyatt San Diego,San Diego,San Diego County,89.0,Layoff Permanent,San Diego County,2020,layoff permanent
218,06/09/2020,06/07/2020,11/13/2020,Bay Club Carmel Valley,Bay Club,San Diego,San Diego County,362.0,Layoff Permanent,San Diego County,2020,layoff permanent
219,10/09/2020,08/28/2020,11/13/2020,bon Appetit - University of the Pacific,Bon Appetit,Stockton,San Joaquin County,74.0,Layoff Permanent,San Joaquin County,2020,layoff permanent
220,06/09/2020,06/07/2020,11/13/2020,The Bay Club Company,The Bay Club Company,Burlingame,San Mateo County,8.0,Layoff Permanent,San Mateo County,2020,layoff permanent
221,11/02/2020,09/27/2020,11/13/2020,Deluxe Media Inc.,Deluxe Media Inc.,Burbank,Los Angeles County,10.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
222,10/09/2020,08/24/2020,11/13/2020,Bon Appetit - University of San Francisco,Bon Appetit,San Francisco,San Francisco County,85.0,Layoff Permanent,San Francisco County,2020,layoff permanent
223,10/09/2020,09/30/2020,11/13/2020,Bon Appetit,Bon Appetit,Santa Clara,Santa Clara County,97.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
224,07/06/2020,09/04/2020,11/13/2020,CMA CGM (America) LLC,CMA CGM (America) LLC,Newport Beach,Orange County,10.0,Layoff Permanent,Orange County,2020,layoff permanent
225,10/29/2020,12/31/2020,11/12/2020,John F. Kennedy University,John F. Kennedy University,Pleasant Hill,Contra Costa County,222.0,Layoff Permanent,Contra Costa County,2020,layoff permanent
226,10/30/2020,12/31/2020,11/12/2020,Dynamic Aviation,Dynamic Aviation,Concord,Contra Costa County,4.0,Closure Permanent,Contra Costa County,2020,closure permanent
227,10/23/2020,10/23/2020,11/12/2020,Designed Metal Connections dba Permaswage,"Designed Metal Connection, Inc.",Gardena,Los Angeles County,220.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
228,10/23/2020,03/14/2020,11/12/2020,"Fanatics Retail Group Concessions, LLC - Los Angeles Football Club","Fanatics Retail Group Concessions, LLC - Los Angeles Football Club",Los Angeles,Los Angeles County,88.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
229,07/22/2020,07/17/2020,11/12/2020,Drybar Holdings LLC,Drybar Holdings LLC,Newport Beach,Orange County,71.0,Layoff Temporary,Orange County,2020,layoff temporary
230,10/29/2020,12/30/2020,11/12/2020,Angels Baseball LP,Angels Baseball LP,Anaheim,Orange County,43.0,Layoff Temporary,Orange County,2020,layoff temporary
231,06/29/2020,07/28/2020,11/12/2020,"Benchmark Arrowhead, LLC dba Lake Arrowhead Resort and Spa","Benchmark Arrowhead, LLC ",Lake Arrowhead,San Bernardino County,120.0,Layoff Permanent,San Bernardino County,2020,layoff permanent
232,11/02/2020,12/31/2020,11/12/2020,"Compass Group USA, Inc. d/b/a Eurest","Compass Group USA, Inc",San Francisco,San Francisco County,67.0,Layoff Permanent,San Francisco County,2020,layoff permanent
233,10/13/2020,08/13/2020,11/12/2020,"P.A. Staffing, LLC Nobu Hotel Palo Alto","P.A. Staffing, LLC Nobu Hotel Palo Alto",Palo Alto,Santa Clara County,21.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
234,10/22/2020,12/31/2020,11/12/2020,Hitachi Vantara,Hitachi Vantara,Santa Clara,Santa Clara County,148.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
235,11/01/2020,12/31/2020,11/12/2020,"American Directions Research Group, inc.","American Directions Research Group, inc.",Redding,Shasta County,67.0,Closure Permanent,Shasta County,2020,closure permanent
236,07/24/2020,09/17/2020,11/12/2020,"FHR Claremont Hotel Management Company, LLC, a Delaware Limited Liability company dba Claremont Hote","FHR Claremont Hotel Management Company, LLC, a Delaware Limited Liability company dba Claremont Hote",Berkeley,Alameda County,508.0,Closure Temporary,Alameda County,2020,closure temporary
237,10/31/2020,10/28/2020,11/12/2020,National Football League,National Football League,Culver City,Los Angeles County,200.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
238,08/20/2020,08/28/2020,11/12/2020,Lehigh Southwest Cement Company,Lehigh Southwest Cement Company,Cupertino,Santa Clara County,12.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
239,08/20/2020,10/19/2020,11/12/2020,Lehigh Southwest Cement Company,Lehigh Southwest Cement Company,Cupertino,Santa Clara County,38.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
240,09/17/2020,09/21/2020,11/12/2020,"Production Resource Group, L.L.C.","Production Resource Group, L.L.C.",Glendale,Los Angeles County,92.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
