Column,Notice Date,Effective Date,Received Date,Company,Company 2,City,County,Employees,Layoff/Closure,Year
175,06/03/2020,05/09/2020,10/06/2020,"NBCUniversal Media, LLC","NBCUniversal Media, LLC",Universal City,Los Angeles County,53.0,layoff temporary,2020
176,06/24/2020,06/24/2020,10/06/2020,Aloft El Segundo Los Angeles,Aloft El Segundo Los Angeles,El Segundo,Los Angeles County,38.0,layoff permanent,2020
177,07/30/2020,08/08/2020,10/06/2020,"Universal City Studios, LLC dba Universal Studios Hollywood","Universal City Studios, LLC",Universal City,Los Angeles County,517.0,layoff temporary,2020
178,08/24/2020,05/11/2020,10/06/2020,"Universal City Studios, LLC dba Universal Studios Hollywood","Universal City Studios, LLC",Universal City,Los Angeles County,59.0,layoff temporary,2020
179,01/29/2020,03/31/2020,10/06/2020,Mendocino Coast District Hospital,Mendocino Coast District Hospital,Fort Bragg,Mendocino County,250.0,layoff permanent,2020
180,05/21/2020,06/23/2020,10/06/2020,Bon Appetit Management Co. operation at Airbnb,on Appetit Management Company,San Francisco,San Francisco County,241.0,closure type unknown,2020
181,07/22/2020,12/31/2020,10/06/2020,"Ichor Systems, Inc.","Ichor Systems, Inc.",Union City,Alameda County,78.0,closure permanent,2020
182,06/29/2020,07/01/2020,10/06/2020,ClassPass Inc.,ClassPass Inc.,San Francisco,San Francisco County,8.0,layoff permanent,2020
183,09/29/2020,11/30/2020,10/06/2020,"InterContinental Hotels Group Resources, LLC (IHG)","Intercontinental Hotels Group Resources, LLC",San Jose,Santa Clara County,25.0,layoff permanent,2020
184,09/29/2020,01/29/2021,10/05/2020,Corning Optical Communications LLC DBA TR Manufacturing,Corning Optical Communications LLC DBA TR Manufacturing,Union City,Alameda County,196.0,layoff permanent,2020
185,10/01/2020,09/30/2020,10/05/2020,"Grapevine Entertainment, Inc","Grapevine Entertainment, Inc",Bakersfield,Kern County,84.0,layoff type unknown,2020
186,10/02/2020,09/30/2020,10/05/2020,"Vince, LLC","Vince, LLC",West Hollywood,Los Angeles County,2.0,layoff type unknown,2020
187,10/01/2020,09/30/2020,10/05/2020,Hollywood and Vine Club LLC,Hollywood and Vine Club LLC,Los Angeles,Los Angeles County,85.0,layoff type unknown,2020
188,07/13/2020,07/19/2020,10/05/2020,Ruth's Chris Steak House,Ruth's Chris Steak House,Beverly Hills,Los Angeles County,47.0,closure permanent,2020
189,08/03/2020,10/19/2020,10/05/2020,Horizon Air - Los Angeles International Airport,Horizon Air - Los Angeles International Airport,Los Angeles,Los Angeles County,370.0,closure permanent,2020
190,09/30/2020,11/30/2020,10/05/2020,IHG Management LLC,IHG Management LLC,Anaheim,Orange County,19.0,layoff permanent,2020
191,05/29/2020,07/14/2020,10/05/2020,The Westin Mission Hills Golf Resort & Spa,The Westin,Rancho Mirage,Riverside County,351.0,layoff permanent,2020
192,10/01/2020,09/30/2020,10/05/2020,Deja Vu Showgirls - Sacramento LLC,Deja Vu Showgirls - Sacramento LLC,Rancho Cordova,Sacramento County,90.0,layoff type unknown,2020
193,07/10/2020,07/13/2020,10/05/2020,PSG California LLC,PSG California LLC,Grand Terrace,San Bernardino County,184.0,layoff temporary,2020
194,07/10/2020,07/15/2020,10/05/2020,PSG California LLC,PSG California LLC,Grand Terrace,San Bernardino County,5.0,layoff permanent,2020
195,10/01/2020,09/30/2020,10/05/2020,Ontario Food & Beverage LLC,Ontario Food & Beverage LLC,Ontario,San Bernardino County,71.0,layoff type unknown,2020
196,10/01/2020,09/30/2020,10/05/2020,Showgirls of San Diego,Showgirls of San Diego,San Diego,San Diego County,70.0,layoff type unknown,2020
197,10/01/2020,09/30/2020,10/05/2020,"Stockton Enterprises, LLC","Stockton Enterprises, LLC",Stockton,San Joaquin County,99.0,layoff type unknown,2020
198,06/24/2020,08/01/2020,10/05/2020,Levy Premium Foodservice Limited Partnership,Levy Premium Foodservice Limited Partnership,Santa Clara,Santa Clara County,25.0,layoff permanent,2020
199,10/02/2020,09/30/2020,10/05/2020,Vince LLC,"Vince, LLC",Palo Alto,Santa Clara County,4.0,layoff type unknown,2020
200,09/17/2020,10/26/2020,10/05/2020,"Amentum,","Amentum,",San Diego,San Diego County,4.0,layoff permanent,2020
201,06/04/2020,03/07/2020,10/05/2020,The Westin St. Francis San Francisco On Union Square,The Westin,San Francisco,San Francisco County,940.0,layoff temporary,2020
202,07/07/2020,07/15/2020,10/05/2020,Veritiv Operating Company,Veritiv Operating Company,Downey,Los Angeles County,47.0,layoff permanent,2020
203,06/22/2020,08/14/2020,10/02/2020,Blackhawk Country Club,Blackhawk Country Club,Danville,Contra Costa County,31.0,layoff permanent,2020
204,09/30/2020,09/30/2020,10/02/2020,"Coldwater, LLC","Coldwater, LLC",North Hollywood,Los Angeles County,142.0,layoff temporary,2020
205,09/29/2020,12/04/2020,10/02/2020,"Walt Disney Parks and Resorts U.S., Inc",Disney,North Hollywood,Los Angeles County,2.0,layoff permanent,2020
206,08/28/2020,08/28/2020,10/02/2020,Hyatt Corporation dba Hyatt Regency Long Beach,Hyatt Corporation,Long Beach,Los Angeles County,32.0,layoff permanent,2020
207,06/26/2020,06/27/2020,10/02/2020,Hyatt Corporation dba Carmel Valley Ranch,Hyatt Corporation,Carmel,Monterey County,76.0,layoff permanent,2020
208,08/28/2020,08/28/2020,10/02/2020,Hyatt Corporation dba Carmel Valley Ranch,Hyatt Corporation,Carmel,Monterey County,47.0,layoff permanent,2020
209,08/14/2020,08/14/2020,10/02/2020,Hyatt Regency Orange County,Hyatt Regency,Garden Grove,Orange County,2.0,layoff permanent,2020
210,07/07/2020,07/03/2020,10/02/2020,Hyatt Corporation dba Hyatt Regency Orange County,Hyatt Corporation,Garden Grove,Orange County,52.0,layoff permanent,2020
211,06/30/2020,06/30/2020,10/02/2020,Hoag Memorial Hospital Presbyterian,Hoag Memorial Hospital Presbyterian,Newport Beach,Orange County,218.0,layoff temporary,2020
212,09/30/2020,11/30/2020,10/02/2020,IHG Management LLC,IHG Management LLC,Anaheim,Orange County,58.0,layoff permanent,2020
213,09/29/2020,12/04/2020,10/02/2020,"Walt Disney Parks and Resorts U.S., Inc.",Disney,Anaheim,Orange County,2050.0,layoff permanent,2020
214,09/29/2020,12/04/2020,10/02/2020,"Walt Disney Travel Co., Inc.",Disney,Anaheim,Orange County,74.0,layoff permanent,2020
215,09/29/2020,12/04/2020,10/02/2020,"Disney Destinations, LLC",Disney,Anaheim,Orange County,95.0,layoff permanent,2020
216,09/29/2020,12/04/2020,10/02/2020,Disney Entertainment Productions,Disney,Anaheim,Orange County,128.0,layoff permanent,2020
217,09/29/2020,12/04/2020,10/02/2020,Disney Entertainment Productions,Disney,Orange,Orange County,1.0,layoff permanent,2020
218,09/29/2020,12/04/2020,10/02/2020,"DVD, Inc.","DVD, Inc.",Anaheim,Orange County,83.0,layoff permanent,2020
219,07/01/2020,06/20/2020,10/02/2020,TriWest,TriWest,Rancho Cordova,Sacramento County,56.0,layoff permanent,2020
220,07/17/2020,09/23/2020,10/02/2020,**JC Penney (Cancelled),JC Penney,San Bernardino,San Bernardino County,109.0,closure permanent,2020
221,09/29/2020,12/04/2020,10/02/2020,"Walt Disney Parks and Resorts U.S.,",Disney,Ontario,San Bernardino County,1.0,layoff permanent,2020
222,07/10/2020,07/07/2020,10/02/2020,Stones South Bay Corp. dba Seven Mile Casino,Stones South Bay Corp. dba Seven Mile Casino,Chula Vista,San Diego County,261.0,layoff temporary,2020
223,07/01/2020,09/04/2020,10/02/2020,"**CoreLogic Credco, LLC (Cancelled)","CoreLogic Credco, LLC (Cancelled)",San Diego,San Diego County,137.0,layoff permanent,2020
224,06/29/2020,06/19/2020,10/02/2020,Hyatt Corporation dba Grand Hyatt San Diego,Hyatt Corporation,San Diego,San Diego County,624.0,layoff permanent,2020
225,08/14/2020,08/07/2020,10/02/2020,Hyatt Corporation dba Hyatt Regency La Jolla,Hyatt Corporation,San Diego,San Diego County,96.0,layoff permanent,2020
226,06/25/2020,06/19/2020,10/02/2020,Hyatt Corporation dba Grand Hyatt San Francisco,Hyatt Corporation,San Francisco,San Francisco County,28.0,layoff permanent,2020
227,06/26/2020,07/12/2020,10/02/2020,nVent Thermal LLC,nVent Thermal LLC,Redwood City,San Mateo County,62.0,layoff temporary,2020
228,06/26/2020,08/09/2020,10/02/2020,nVent Thermal,nVent Thermal LLC,Redwood City,San Mateo County,62.0,layoff temporary,2020
229,06/19/2020,06/19/2020,10/02/2020,Hyatt Corporation dba Hyatt Regency Santa Clara,Hyatt Corporation,Santa Clara,Santa Clara County,201.0,layoff permanent,2020
230,09/29/2020,09/29/2020,10/02/2020,Flex,Flex,Milpitas,Santa Clara County,25.0,layoff type unknown,2020
231,09/22/2020,09/25/2020,10/02/2020,Hyatt Corporation,Hyatt Corporation,Santa Clara,Santa Clara County,1.0,layoff permanent,2020
232,06/24/2020,06/24/2020,10/02/2020,AltaMed,AltaMed,Commerce,Los Angeles County,12.0,layoff permanent,2020
233,09/30/2020,11/30/2020,10/02/2020,"Intercontinental Hotels Group Resources, LLC servicing  Staybridge Suites Chatsworth","Intercontinental Hotels Group Resources, LLC",Chatsworth,Los Angeles County,34.0,layoff permanent,2020
234,05/08/2020,07/17/2020,10/02/2020,Allergan plc,Allergan plc,Irvine,Orange County,54.0,layoff permanent,2020
235,07/02/2020,06/19/2020,10/02/2020,Rancho Valencia Resort & Spa (RVR),Rancho Valencia Resort & Spa (RVR),Rancho Santa Fe,San Diego County,129.0,layoff temporary,2020
236,07/01/2020,07/01/2020,10/02/2020,"Delta C, LP dba Kings Card Club and Westlane Card Room","Delta C, LP dba Kings Card Club and Westlane Card Room",Stockton,San Joaquin County,157.0,closure temporary,2020
237,09/30/2020,11/30/2020,10/02/2020,IHG Management (Intercontinental Hotels Group),IHG Management LLC,Milpitas,Santa Clara County,50.0,layoff permanent,2020
238,03/17/2020,03/18/2020,10/01/2020,Transportation Charter Services,Transportation Charter Services,Orange,Orange County,95.0,layoff permanent,2020
239,06/19/2020,06/19/2020,10/01/2020,Hyatt Corporation dba Hyatt Regency Orange County,Hyatt Corporation,Garden Grove,Orange County,237.0,layoff permanent,2020
240,07/02/2020,07/03/2020,10/01/2020,"Alumni Partners, LLC","Alumni Partners, LLC",San Clemente,Orange County,78.0,layoff permanent,2020
241,06/24/2020,06/19/2020,10/01/2020,Hyatt Corporation dba Park Hyatt Aviara Resort Golf Club and Spa,Hyatt Corporation,Carlsbad,San Diego County,1.0,layoff permanent,2020
242,03/23/2020,03/17/2020,10/01/2020,YogaWorks,YogaWorks,San Francisco,San Francisco County,230.0,closure permanent,2020
243,06/24/2020,06/19/2020,10/01/2020,Hyatt Corporation dba Hyatt Regency San Francisco,Hyatt Corporation,San Francisco,San Francisco County,23.0,layoff permanent,2020
244,05/29/2020,05/29/2020,10/01/2020,Sky Chefs Inc.,Sky Chefs Inc.,Los Angeles,Los Angeles County,221.0,layoff permanent,2020
245,09/29/2020,11/30/2020,10/01/2020,IHG (Intercontinental Hotels Group) Management serving at Crowne Plaza Hotel LAX,IHG (Intercontinental Hotels Group) Management serving at Crowne Plaza Hotel LAX,Los Angeles,Los Angeles County,125.0,layoff permanent,2020
246,09/30/2020,11/30/2020,10/01/2020,"InterContinental Hotels Group Resources, LLC serving at Staybridge Suites SFO","Intercontinental Hotels Group Resources, LLC",San Bruno,San Mateo County,36.0,layoff permanent,2020
247,09/29/2020,12/04/2020,09/30/2020,Adient US LLC (also known as Futuris Automotive (US) Inc.,Adient US LLC (also known as Futuris Automotive (US) Inc.,Newark,Alameda County,167.0,closure permanent,2020
248,05/15/2020,05/18/2020,09/30/2020,Blackhawk Country Club,Blackhawk Country Club,Danville,Contra Costa County,5.0,layoff temporary,2020
249,06/26/2020,06/14/2020,09/30/2020,Deluxe Entertainment Services Inc.,Deluxe Entertainment Services Group Inc.,Burbank,Los Angeles County,10.0,layoff temporary,2020
250,06/26/2020,07/31/2020,09/30/2020,Deluxe Entertainment,Deluxe Entertainment Services Group Inc.,Burbank,Los Angeles County,19.0,layoff permanent,2020
251,06/24/2020,08/01/2020,09/30/2020,Levy Premium Foodservice,Levy Premium Foodservice Limited Partnership,San Diego,San Diego County,5.0,layoff permanent,2020
252,11/22/2019,01/21/2020,09/30/2020,"WeWork Companies, Inc.","WeWork Companies, Inc.",San Francisco,San Francisco County,326.0,layoff permanent,2019
253,03/30/2020,03/31/2020,09/30/2020,Aloft El Segundo Los Angeles Airport,Aloft El Segundo Los Angeles,El Segundo,Los Angeles County,44.0,layoff temporary,2020
254,03/30/2020,03/31/2020,09/30/2020,Fairfield Inn & Suites Los Angeles LAX El Segundo,Fairfield Inn & Suites Los Angeles LAX El Segundo,El Segundo,Los Angeles County,71.0,layoff temporary,2020
255,06/24/2020,07/03/2020,09/30/2020,Honeywell,Honeywell,Torrance,Los Angeles County,67.0,layoff permanent,2020
256,06/23/2020,07/01/2020,09/30/2020,Entercom,Entercom,Los Angeles,Los Angeles County,5.0,layoff permanent,2020
257,09/17/2020,11/15/2020,09/30/2020,"Paradigm Talent Agency,",Paradigm Talent Agency,Beverly Hills,Los Angeles County,79.0,layoff permanent,2020
258,09/29/2020,11/30/2020,09/30/2020,"InterContinental Hotels Group Resources, LLC serving at Staybridge Suites Torrance","Intercontinental Hotels Group Resources, LLC",Torrance,Los Angeles County,23.0,layoff permanent,2020
259,09/17/2020,11/15/2020,09/30/2020,"Paradigm Talent Agency, LLC",Paradigm Talent Agency,Monterey,Monterey County,3.0,layoff permanent,2020
260,09/30/2020,11/30/2020,09/30/2020,"InterContinental Hotels Group Resources, LLC DBA Candlewood Suites","Intercontinental Hotels Group Resources, LLC",Santa Ana,Orange County,16.0,layoff permanent,2020
261,09/29/2020,11/30/2020,09/30/2020,"InterContinental Hotels Group Resources, LLC serving at Staybridge Suites San Diego-Rancho B","Intercontinental Hotels Group Resources, LLC",San Diego,San Diego County,23.0,layoff permanent,2020
262,08/25/2020,08/27/2020,09/30/2020,Doubletree Hotels San Francisco-Airport,Doubletree Hotels,Burlingame,San Mateo County,17.0,layoff permanent,2020
263,09/21/2020,09/21/2020,09/30/2020,California Lutheran University,California Lutheran University,Thousand Oaks,Ventura County,1.0,closure temporary,2020
264,09/29/2020,11/12/2020,09/30/2020,CALIFORNIA LUTHERAN UNIVERSITY,California Lutheran University,Thousand Oaks,Ventura County,17.0,layoff permanent,2020
265,09/25/2020,08/19/2020,09/29/2020,"CSU, Chico","CSU, Chico",Chico,Butte County,446.0,layoff permanent,2020
266,09/28/2020,09/27/2020,09/29/2020,"Wencor Group, LLC Fortner Engineering & Manufacturing, Inc.","Wencor Group, LLC",Glendale,Los Angeles County,23.0,layoff temporary,2020
267,06/04/2020,06/05/2020,09/29/2020,Pacific Clinics Advanced Behavioral Healthcare,Pacific Clinics Advanced Behavioral Healthcare,Los Angeles,Los Angeles County,11.0,layoff permanent,2020
268,06/04/2020,06/05/2020,09/29/2020,Pacific Clinics Advanced Behavioral Healthcare,Pacific Clinics Advanced Behavioral Healthcare,Pasadena,Los Angeles County,20.0,layoff permanent,2020
269,06/04/2020,06/05/2020,09/29/2020,Pacific Clinics Advanced Behavioral Healthcare,Pacific Clinics Advanced Behavioral Healthcare,Santa Fe Springs,Los Angeles County,35.0,layoff permanent,2020
270,05/01/2020,09/01/2020,09/29/2020,agilon health of California,agilon health of California,Long Beach,Los Angeles County,12.0,layoff permanent,2020
271,06/29/2020,07/03/2020,09/29/2020,Pacific Clinics Advanced Behavioral Healthcare,Pacific Clinics Advanced Behavioral Healthcare,Glendale,Los Angeles County,1.0,layoff permanent,2020
272,05/28/2020,06/30/2020,09/29/2020,NPL Anaheim Investments LLC and Prospera Management Inc - Homwood Suites by Hilton,NPL Anaheim Investments LLC and Prospera Management Inc - Homwood Suites by Hilton,Anaheim,Orange County,73.0,layoff temporary,2020
273,09/18/2020,10/18/2020,09/29/2020,"Huntington Beach Inline, LLC","Huntington Beach Inline, LLC",Huntington Beach,Orange County,21.0,layoff temporary,2020
274,05/01/2020,09/01/2020,09/29/2020,"agilon health of California, Inc.",agilon health of California,Corona,Riverside County,181.0,closure permanent,2020
275,09/23/2020,09/30/2020,09/29/2020,SAY San Diego,SAY San Diego,San Diego,San Diego County,60.0,layoff permanent,2020
276,06/29/2020,06/30/2020,09/29/2020,Hyatt Corporation - Andaz San Diego,Hyatt Corporation,San Diego,San Diego County,62.0,layoff permanent,2020
277,06/12/2020,06/12/2020,09/29/2020,Hilton San Francisco Airport Bayfront,Hilton,Burlingame,San Mateo County,119.0,layoff permanent,2020
278,06/24/2020,06/30/2020,09/29/2020,BYTON North America Corporation,BYTON North America Corporation,Santa Clara,Santa Clara County,268.0,layoff permanent,2020
279,09/25/2020,11/24/2020,09/29/2020,"Compass Group USA, Inc dba Chartwells","Compass Group USA, Inc",San Jose,Santa Clara County,176.0,layoff permanent,2020
280,09/18/2020,11/18/2020,09/29/2020,USS Posco Industries,USS Posco Industries,Pittsburg,Contra Costa County,216.0,layoff temporary,2020
281,04/16/2020,03/25/2020,09/29/2020,"deluxe Entertainment Services, Inc.",Deluxe Entertainment Services Group Inc.,Burbank,Los Angeles County,57.0,layoff temporary,2020
282,06/26/2020,07/31/2020,09/29/2020,Deluxe Entertainment Services,Deluxe Entertainment Services Group Inc.,Burbank,Los Angeles County,18.0,layoff permanent,2020
283,06/11/2020,03/31/2020,09/29/2020,HILTON PASADENA,Hilton,Pasadena,Los Angeles County,140.0,layoff temporary,2020
284,06/09/2020,06/12/2020,09/29/2020,Hilton Santa Clara,Hilton,Santa Clara,Santa Clara County,77.0,closure permanent,2020
285,08/26/2020,08/24/2020,09/29/2020,Golden Valley Health Centers,Golden Valley Health Center,Ceres,Stanislaus County,3.0,layoff permanent,2020
286,09/25/2020,11/01/2020,09/28/2020,Ability First,Ability First,Pasadena,Los Angeles County,89.0,layoff permanent,2020
287,09/25/2020,11/09/2020,09/28/2020,"JetStream Ground Services, Inc",JetStream Ground Services Inc.,Los Angeles,Los Angeles County,103.0,layoff permanent,2020
288,09/18/2020,04/10/2020,09/28/2020,"Cast & Crew Payroll, LLC","Cast & Crew Payroll, LLC",Burbank,Los Angeles County,68.0,layoff permanent,2020
289,09/18/2020,04/10/2020,09/28/2020,"Cast & Crew Payroll, LLC","Cast & Crew Payroll, LLC",Los Angeles,Los Angeles County,32.0,layoff permanent,2020
290,05/31/2020,05/31/2020,09/28/2020,Mondrian Los Angeles - Ivory on Sunset & Skybar,Mondrian Los Angeles - Ivory on Sunset & Skybar,West Hollywood,Los Angeles County,89.0,layoff temporary,2020
291,06/18/2020,03/25/2020,09/28/2020,Coit Cleaning and Resortation,Coit Cleaning and Restoration,Monrovia,Los Angeles County,19.0,layoff temporary,2020
292,06/19/2020,06/25/2020,09/28/2020,Beverly Wilshire - Four Seasons Hotel,Beverly Wilshire Hotel,Beverly Hills,Los Angeles County,41.0,layoff permanent,2020
293,03/27/2020,03/27/2020,09/28/2020,"James R. Glidewell, Dental Ceramics","James R. Glidewell, Dental Ceramics",Newport Beach,Orange County,583.0,layoff temporary,2020
294,03/27/2020,03/27/2020,09/28/2020,"James R. Glidewell, Dental Ceramics,","James R. Glidewell, Dental Ceramics",Newport Beach,Orange County,343.0,layoff permanent,2020
295,05/11/2020,04/13/2020,09/28/2020,"Crown World, Inc.","Crown World, Inc.",Newport Beach,Orange County,3.0,layoff temporary,2020
296,05/11/2020,04/13/2020,09/28/2020,"Prismatik Dentalcraft, Inc.","Prismatik Dentalcraft, Inc.",Newport Beach,Orange County,23.0,layoff temporary,2020
