,Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,County Orig
194,03/18/2020,03/20/2020,07/22/2020,"Goodwill Industries of Sacramento Valley and Northern Nevada, Inc.",Sacramento,Sacramento County,170.0,Layoff Temporary,Sacramento County
195,07/14/2020,08/31/2020,07/22/2020,Life Cycle Engineering Inc,San Diego,San Diego County,55.0,Layoff Permanent,San Diego County
196,07/16/2020,10/02/2020,07/22/2020,Anheuser Busch - Riverside Distribution Facility,Riverside,Riverside County,222.0,Layoff Permanent,Riverside County
197,04/15/2020,03/17/2020,07/22/2020,Webster Orthopedics,San Ramon,Contra Costa County,24.0,Layoff Temporary,Contra Costa County
198,07/08/2020,07/07/2020,07/22/2020,"Stonebridge Hospitality Associates, LLC",Garden Grove,Orange County,71.0,Layoff Permanent,Orange County
199,07/16/2020,07/31/2020,07/22/2020,"TravCorp, Inc.",Cypress,Orange County,78.0,Layoff Permanent,Orange County
200,07/16/2020,08/31/2020,07/22/2020,"Swiss Post Solutions, Inc.",Santa Ana,Orange County,85.0,Layoff Permanent,Orange County
201,07/08/2020,07/07/2020,07/22/2020,"365 Hospitality Associates, LLC dba Hyatt Place San Francisco Downtown",San Francisco,San Francisco County,29.0,Layoff Permanent,San Francisco County
202,03/25/2020,03/20/2020,07/22/2020,Goodwill Industries of San Joaquin,Lodi,San Joaquin County,19.0,Layoff Temporary,San Joaquin County
203,04/16/2020,04/08/2020,07/22/2020,Restoration Hardware,Tracy,San Joaquin County,9.0,Layoff Temporary,San Joaquin County
204,04/16/2020,04/08/2020,07/22/2020,Restoration Hardware,Tracy,San Joaquin County,60.0,Layoff Permanent,San Joaquin County
205,07/14/2020,07/13/2020,07/22/2020,Lucky Chances Casino,Colma,San Mateo County,489.0,Closure Temporary,San Mateo County
206,06/30/2020,08/31/2020,07/22/2020,Coca Cola North America dba Odwalla's,Santa Rosa,Sonoma County,17.0,Closure Permanent,Sonoma County
207,07/13/2020,07/04/2002,07/23/2020,"Exodus Recovery, Inc.",Los Angeles,Los Angeles County,85.0,Layoff Temporary,Los Angeles County
208,07/13/2020,06/12/2020,07/23/2020,Sinai Akiba Academy/Sinai Temple,Los Angeles,Los Angeles County,52.0,Layoff Temporary,Los Angeles County
209,07/15/2020,07/17/2020,07/23/2020,Howmet Aerospace,Fontana,San Bernardino County,13.0,Layoff Permanent,San Bernardino County
210,07/13/2020,09/14/2020,07/23/2020,"Intertek USA, Inc.",San Diego,San Diego County,66.0,Closure Permanent,San Diego County
211,07/15/2020,08/17/2020,07/23/2020,Instacart,Sunnyvale,Santa Clara County,14.0,Layoff Permanent,Santa Clara County
212,03/18/2020,03/20/2020,07/23/2020,Goodwill Industries of Sacramento Valley and Northern Nevada,West Sacramento,Yolo County,21.0,Layoff Temporary,Yolo County
213,07/14/2020,07/16/2020,07/23/2020,"A'viands, LLC",Seaside,Monterey County,197.0,Layoff Permanent,Monterey County
214,03/25/2020,03/20/2020,07/23/2020,Goodwill Industries Bulk Buying SJV,Fresno,Fresno County,24.0,Layoff Temporary,Fresno County
215,03/25/2020,03/20/2020,07/23/2020,Goodwill Industries of San Joaquin Madera,Madera,Madera County,18.0,Layoff Temporary,Madera County
216,07/15/2020,07/13/2020,07/23/2020,Howmet Aerospace,Rancho Cucamonga,San Bernardino County,239.0,Layoff Temporary,San Bernardino County
217,07/15/2020,07/01/2020,07/23/2020,Dave and Buster's,Ontario,San Bernardino County,68.0,Layoff Temporary,San Bernardino County
218,07/14/2020,07/13/2020,07/23/2020,"Lucky Business Services, Inc dba Lucky Chances Casino",San Francisco,San Francisco County,220.0,Closure Temporary,San Francisco County
219,03/25/2020,03/20/2020,07/23/2020,Goodwill Industries of San Joaquin-Stockton,Stockton,San Joaquin County,23.0,Layoff Temporary,San Joaquin County
220,05/04/2020,07/06/2020,07/23/2020,"Verity Health System of California, Inc.",Daly City,San Mateo County,1284.0,Layoff Permanent,San Mateo County
221,05/04/2020,07/06/2020,07/23/2020,"Verity Health System of California, Inc. dba Verity Business Services",Daly City,San Mateo County,27.0,Layoff Permanent,San Mateo County
222,05/04/2020,07/06/2020,07/23/2020,"Verity Health System of California, Inc. dba VHS",Daly City,San Mateo County,9.0,Layoff Permanent,San Mateo County
223,03/25/2020,03/20/2020,07/23/2020,Goodwill Industries of San Joaquin Valley,Turlock,Stanislaus County,16.0,Layoff Temporary,Stanislaus County
224,03/25/2020,03/20/2020,07/23/2020,Goodwill San Joaquin Valley,Visalia,Tulare County,18.0,Layoff Temporary,Tulare County
225,07/17/2020,07/17/2020,07/24/2020,"Designed Metal Connection, Inc.",Gardena,Los Angeles County,159.0,Layoff Permanent,Los Angeles County
226,07/17/2020,07/17/2020,07/24/2020,"PT Gaming, LLC dba Capitol Casino - Sacramento Facility",Sacramento,Sacramento County,43.0,Layoff Permanent,Sacramento County
227,07/17/2020,09/23/2020,07/24/2020,JC Penney,Chino,San Bernardino County,80.0,Closure Permanent,San Bernardino County
228,07/17/2020,08/01/2020,07/24/2020,"West CCRA, LLC dba West Steak and Seafood",Carlsbad,San Diego County,56.0,Closure Permanent,San Diego County
229,04/09/2020,04/12/2020,07/24/2020,Scripps Health,Encinitas,San Diego County,31.0,Layoff Temporary,San Diego County
230,07/17/2020,07/17/2020,07/24/2020,"PT Gaming, LLC dba Artichoke Joe's Casino",San Bruno,San Mateo County,124.0,Layoff Permanent,San Mateo County
231,07/17/2020,09/18/2020,07/24/2020,"Genentech, Inc. and Genentech USA, Inc.",South San Francisco,San Mateo County,474.0,Layoff Permanent,San Mateo County
232,07/16/2020,07/17/2020,07/24/2020,"PT Gaming, LLC dba Bay 101 Casino",San Jose,Santa Clara County,99.0,Layoff Permanent,Santa Clara County
233,07/17/2020,07/17/2020,07/24/2020,"PT Gaming, LLC dba Casino Club - Redding Facility",Redding,Shasta County,4.0,Layoff Permanent,Shasta County
234,07/17/2020,07/17/2020,07/24/2020,"PT Gaming, LLC dba California Grand Casino - Pacheco Facility",Fairfield,Solano County,34.0,Layoff Permanent,Solano County
235,07/16/2020,09/15/2020,07/24/2020,"Camarillo Harvesting, L.P.",Ventura,Ventura County,161.0,Layoff Permanent,Ventura County
236,07/15/2020,07/09/2020,07/24/2020,ASM Global - Oakland,Concord,Contra Costa County,13.0,Layoff Temporary,Contra Costa County
237,03/27/2020,03/20/2020,07/24/2020,Angels Baseball LP,Anaheim,Orange County,1.0,Closure Type Unknown ,Orange County
238,06/15/2020,06/12/2020,07/24/2020,"Jacobsen Daniels Enterprise, Inc.",Los Angeles,Los Angeles County,4.0,Layoff Permanent,Los Angeles County
239,07/02/2020,07/02/2020,07/24/2020,Parkwest Casino Lotus,Sacramento,Sacramento County,167.0,Layoff Temporary,Sacramento County
240,04/22/2020,03/19/2020,07/24/2020,"ALCC, LLC",Santa Barbara,Santa Barbara County,1.0,Layoff Type Unknown ,Santa Barbara County
241,05/18/2020,06/05/2020,07/24/2020,"Uber Technologies, Inc.",Palo Alto,Santa Clara County,167.0,Layoff Permanent,Santa Clara County
242,03/25/2020,03/20/2020,07/24/2020,Goodwill Industries of San Joaquin-Turlock,Turlock,Stanislaus County,19.0,Layoff Temporary,Stanislaus County
243,03/25/2020,03/20/2020,07/24/2020,Goodwill Industries- San Joaquin,Modesto,Stanislaus County,18.0,Layoff Temporary,Stanislaus County
244,04/22/2020,03/19/2020,07/24/2020,Los Agaves Inc,Oxnard,Ventura County,1.0,Layoff Type Unknown ,Ventura County
245,04/23/2020,03/24/2020,07/27/2020,"Meribear Productions, Inc. dba Meredith Baer Home",South Gate,Los Angeles County,133.0,Layoff Temporary,Los Angeles County
246,07/23/2020,09/21/2020,07/27/2020,AT&T,El Segundo,Los Angeles County,64.0,Layoff Permanent,Los Angeles County
247,03/30/2020,04/03/2020,07/27/2020,Embassy Suites Irvine,Irvine,Orange County,77.0,Closure Temporary,Orange County
248,04/23/2020,04/23/2020,07/27/2020,Hardin Automotive dba Hardin Buick Pontiac GMC,Anaheim,Orange County,58.0,Closure Temporary,Orange County
249,07/23/2020,07/08/2020,07/27/2020,Johnson hospitality Services Associates LLC,Los Altos,Santa Clara County,46.0,Layoff Permanent,Santa Clara County
250,07/23/2020,07/26/2020,07/27/2020,Universal City Studios LLC dba Universal Studios Hollywood,Universal City,Los Angeles County,37.0,Layoff Temporary,Los Angeles County
251,07/23/2020,07/29/2020,07/27/2020,Howmet Aerospace,Fontana,San Bernardino County,152.0,Layoff Temporary,San Bernardino County
252,07/07/2020,07/01/2020,07/27/2020,"Gatan, Inc",Pleasanton,Alameda County,105.0,Layoff Temporary,Alameda County
253,07/22/2020,03/25/2020,07/27/2020,Seaside Dining Group - Denny's,Maywood,Los Angeles County,61.0,Layoff Temporary,Los Angeles County
254,04/06/2020,04/06/2020,07/27/2020,"Pacific Dental Services, LLC",Irvine,Orange County,107.0,Layoff Temporary,Orange County
255,07/15/2020,10/02/2020,07/27/2020,Zodiac Pool Systems LLC,Rancho Santa Margarita,Orange County,15.0,Closure Permanent,Orange County
256,07/06/2020,08/28/2020,07/27/2020,APL America LLC,Newport Beach,Orange County,44.0,Layoff Permanent,Orange County
257,07/21/2020,09/20/2020,07/27/2020,Gannett Publishing Services/Palm Springs,Palm Springs,Riverside County,36.0,Layoff Permanent,Riverside County
258,07/02/2020,07/02/2020,07/27/2020,Parkwest Casino Cordova,Rancho Cordova,Sacramento County,99.0,Layoff Temporary,Sacramento County
259,07/02/2020,07/02/2020,07/27/2020,"LODI CARDROOM, INC.",Lodi,San Joaquin County,122.0,Layoff Temporary,San Joaquin County
260,07/22/2020,03/25/2020,07/27/2020,"Seaside Dining Group, Inc. - Denny's",San Jose,Santa Clara County,213.0,Layoff Temporary,Santa Clara County
261,07/17/2020,07/17/2020,07/28/2020,"PT Gaming, LLC dba Oak's Card Club - Emeryville Facility",Emeryville,Alameda County,71.0,Layoff Permanent,Alameda County
262,07/17/2020,07/17/2020,07/28/2020,"PT Gaming, LLC dba Diamond Jim's Casino - Rosamund Facility",Rosamond,Kern County,20.0,Layoff Permanent,Kern County
263,07/20/2020,07/24/2020,07/28/2020,Adventist Health dba AH Delano,Delano,Kern County,71.0,Layoff Permanent,Kern County
264,07/20/2020,06/26/2020,07/28/2020,Oparc,Montclair,San Bernardino County,4.0,Layoff Temporary,San Bernardino County
265,07/20/2020,06/26/2020,07/28/2020,Oparc,San Bernardino,San Bernardino County,32.0,Layoff Temporary,San Bernardino County
266,07/17/2020,08/08/2020,07/28/2020,"Stratasys Direct, Inc.",Poway,San Diego County,71.0,Layoff Temporary,San Diego County
267,07/17/2020,07/17/2020,07/28/2020,"PT Gaming, LLC",Manteca,San Joaquin County,94.0,Layoff Permanent,San Joaquin County
268,07/23/2020,06/19/2020,07/28/2020,"Avatar Foods International Inc, dba Global Gourmet Catering",Saratoga,Santa Clara County,10.0,Layoff Temporary,Santa Clara County
269,07/23/2020,06/30/2020,07/28/2020,"LSI-Silvercreek, LLC.",San Jose,Santa Clara County,139.0,Layoff Type Unknown ,Santa Clara County
270,04/02/2020,03/31/2020,07/28/2020,"Dentemploy, Inc.",Fairfield,Solano County,7.0,Layoff Temporary,Solano County
271,04/10/2020,04/10/2020,07/28/2020,"Beta Beauty, LLC",Oxnard,Ventura County,2.0,Layoff Temporary,Ventura County
272,04/10/2020,04/10/2020,07/28/2020,"ColourPop Cosmetics, LLC",Oxnard,Ventura County,9.0,Layoff Permanent,Ventura County
273,04/10/2020,04/10/2020,07/28/2020,The Spatz Corporation,Oxnard,Ventura County,1.0,Layoff Temporary,Ventura County
274,07/28/2020,08/31/2020,07/28/2020,test,West Sacramento,Yolo County,52.0,Layoff Temporary,Yolo County
275,03/27/2020,03/27/2020,07/28/2020,Angels Baseball LP Operations,Anaheim,Orange County,1.0,Layoff Type Unknown ,Orange County
276,06/26/2020,06/26/2020,07/28/2020,MOCA,Los Angeles,Los Angeles County,5.0,Closure Temporary,Los Angeles County
277,07/23/2020,07/26/2020,07/28/2020,"Mayfield House, LLC dba Mayfield Bakery and Cafe",Palo Alto,Santa Clara County,51.0,Layoff Permanent,Santa Clara County
278,07/06/2020,07/10/2020,07/29/2020,Course At Wente Vineyards,Livermore,Alameda County,48.0,Layoff Type Unknown ,Alameda County
279,07/06/2020,07/10/2020,07/29/2020,Wente Family Estates,Livermore,Alameda County,331.0,Closure Temporary,Alameda County
280,05/08/2020,04/15/2020,07/29/2020,"Ricoh USA,  Inc.",Culver City,Los Angeles County,25.0,Layoff Temporary,Los Angeles County
281,07/23/2020,07/23/2020,07/29/2020,NBCU et al,Universal City,Los Angeles County,24.0,Layoff Permanent,Los Angeles County
282,07/23/2020,07/27/2020,07/29/2020,Honeywell,Torrance,Los Angeles County,260.0,Layoff Temporary,Los Angeles County
283,07/07/2020,07/07/2020,07/29/2020,Summit Machine Inc,Ontario,San Bernardino County,41.0,Layoff Permanent,San Bernardino County
284,07/20/2020,07/17/2020,07/29/2020,"Torrid, LLC",Ventura,Ventura County,7.0,Layoff Temporary,Ventura County
285,07/24/2020,09/24/2020,07/29/2020,Fairmont San Francisco,San Francisco,San Francisco County,511.0,Layoff Temporary,San Francisco County
286,07/15/2020,10/01/2020,07/29/2020,"American Airlines, Inc. - Oakland International Airport",Oakland,Alameda County,378.0,Layoff Temporary,Alameda County
287,07/15/2020,10/01/2020,07/29/2020,"American Airlines, Inc. - Los Angeles International Airport",Los Angeles,Los Angeles County,1890.0,Layoff Temporary,Los Angeles County
288,07/15/2020,10/01/2020,07/29/2020,"American Airlines, Inc. - San Francisco International Airport",San Francisco,San Francisco County,378.0,Layoff Temporary,San Francisco County
289,07/07/2020,07/07/2020,07/30/2020,Applebee's Neithborhood Bar and Grill,Chatsworth,Los Angeles County,51.0,Layoff Temporary,Los Angeles County
290,07/24/2020,09/24/2020,07/30/2020,"Crescent Resorts & Hotels, LLC dba Four Points by Sheraton LAX",Los Angeles,Los Angeles County,28.0,Closure Permanent,Los Angeles County
291,07/17/2020,09/30/2020,07/30/2020,Western Automotive Group LLC dba Big O Tires,Newport Beach,Orange County,5.0,Closure Permanent,Orange County
292,07/24/2020,07/28/2020,07/30/2020,Hakkasan Holdings LLC dba Hakkasan Group,San Diego,San Diego County,36.0,Layoff Temporary,San Diego County
293,07/28/2020,07/24/2020,07/30/2020,"In-Shape Health Clubs, LLC",Stockton,San Joaquin County,20.0,Closure Temporary,San Joaquin County
294,07/28/2020,07/28/2020,07/30/2020,"Fujitsu Network Communications, Inc.",Sunnyvale,Santa Clara County,70.0,Layoff Permanent,Santa Clara County
295,05/08/2020,04/13/2020,07/30/2020,"Ricoh USA, Inc.",Camarillo,Ventura County,9.0,Layoff Temporary,Ventura County
296,07/24/2020,05/01/2020,07/30/2020,SAG-AFTRA,Los Angeles,Los Angeles County,60.0,Layoff Permanent,Los Angeles County
297,07/27/2020,07/02/2020,07/30/2020,"Ross Stores, Inc",El Centro,Imperial County,153.0,Layoff Temporary,Imperial County
298,07/16/2020,09/14/2020,07/30/2020,"Camarillo Harvesting, LP",Spreckels,Monterey County,161.0,Layoff Permanent,Monterey County
299,07/28/2020,07/15/2020,07/30/2020,"Dolphin California Management and Oasis Outsourcing, Inc. dba Westin Mission Hills Hotel",Rancho Mirage,Riverside County,314.0,Layoff Temporary,Riverside County
300,07/27/2020,10/02/2020,07/30/2020,"Spectra Premium, Inc. - Distribution Center",Redlands,San Bernardino County,63.0,Closure Permanent,San Bernardino County
301,07/27/2020,07/13/2020,07/30/2020,"A & M Administration, LLC dba Charlotte Russe",Modesto,Stanislaus County,8.0,Closure Temporary,Stanislaus County
302,07/06/2020,07/10/2020,07/31/2020,"Cresta Blanca Golf, LLC",Livermore,Alameda County,48.0,Closure Temporary,Alameda County
303,07/07/2020,09/27/2020,07/31/2020,Transform SR LLC - 01248,Hayward,Alameda County,83.0,Closure Permanent,Alameda County
304,07/07/2020,09/27/2020,07/31/2020,Transform SR LLC - 06771,Hayward,Alameda County,7.0,Closure Permanent,Alameda County
305,05/21/2020,05/22/2020,07/31/2020,"Hawaiian Host Candies of L.A., Inc",Gardena,Los Angeles County,67.0,Layoff Temporary,Los Angeles County
306,07/24/2020,06/30/2020,07/31/2020,Doubletree by Hilton dba Doubletree San Pedro,San Pedro,Los Angeles County,108.0,Layoff Permanent,Los Angeles County
307,07/24/2020,07/15/2020,07/31/2020,YMCA of the Foothills,La Canada Flintridge,Los Angeles County,54.0,Layoff Temporary,Los Angeles County
308,07/07/2020,09/27/2020,07/31/2020,Transform SR LLC - 01688,Salinas,Monterey County,85.0,Closure Permanent,Monterey County
309,07/07/2020,09/27/2020,07/31/2020,Transform SR LLC - 06518,Salinas,Monterey County,7.0,Closure Permanent,Monterey County
310,07/07/2020,07/07/2020,07/31/2020,Applebee's Grill and Bar,Moreno Valley,Riverside County,56.0,Layoff Temporary,Riverside County
311,07/30/2020,09/30/2020,07/31/2020,Philips Image Guided Therapy Corporation,Rancho Cordova,Sacramento County,120.0,Layoff Permanent,Sacramento County
312,07/01/2020,07/01/2020,07/31/2020,Fairmont Grand Del Mar,San Diego,San Diego County,153.0,Layoff Permanent,San Diego County
313,07/29/2020,07/23/2020,07/31/2020,"Checkr, Inc.",San Francisco,San Francisco County,50.0,Layoff Permanent,San Francisco County
314,07/27/2020,06/22/2020,07/31/2020,Flex,Milpitas,Santa Clara County,36.0,Layoff Permanent,Santa Clara County
315,07/27/2020,06/22/2020,07/31/2020,Flex,San Jose,Santa Clara County,42.0,Layoff Permanent,Santa Clara County
316,07/29/2020,07/31/2020,07/31/2020,"Bright Event Rentals, LLC",Sonoma,Sonoma County,70.0,Layoff Temporary,Sonoma County
317,07/24/2020,09/30/2020,07/31/2020,WWL Vehicle Services Americas,Oxnard,Ventura County,99.0,Layoff Permanent,Ventura County
318,07/24/2020,09/25/2020,07/31/2020,"ConXtech, Inc",Hayward,Alameda County,61.0,Closure Permanent,Alameda County
319,07/02/2020,07/01/2020,07/31/2020,Hollywood Park Casino Company,Inglewood,Los Angeles County,584.0,Layoff Temporary,Los Angeles County
320,04/17/2020,04/17/2020,07/31/2020,Inspire Communites,Rancho Cordova,Sacramento County,5.0,Closure Permanent,Sacramento County
321,07/10/2020,07/10/2020,07/31/2020,"Andre_Boudin Bakeries, Inc. dba Boudin",San Francisco,San Francisco County,1.0,Layoff Temporary,San Francisco County
322,07/10/2020,07/10/2020,07/31/2020,"Andre_Boudin Bakeries, Inc. dba Boudin",San Francisco,San Francisco County,5.0,Layoff Permanent,San Francisco County
323,07/31/2020,07/10/2020,08/03/2020,"Wente Bros., a California Corporation",Livermore,Alameda County,331.0,Layoff Type Unknown ,Alameda County
324,07/10/2020,07/10/2020,08/03/2020,"Designed Metal Connection, Inc",Gardena,Los Angeles County,96.0,Layoff Temporary,Los Angeles County
325,07/31/2020,07/03/2020,08/03/2020,TAO LA,Los Angeles,Los Angeles County,60.0,Layoff Temporary,Los Angeles County
326,07/31/2020,07/15/2020,08/03/2020,Live Nation,Los Angeles,Los Angeles County,1.0,Layoff Temporary,Los Angeles County
327,07/30/2020,08/15/2020,08/03/2020,NatureBridge at Golden Gate,Sausalito,Marin County,39.0,Layoff Permanent,Marin County
328,07/30/2020,08/15/2020,08/03/2020,NatureBridge at Yosemite,Yosemite National Park,Mariposa County,45.0,Layoff Permanent,Mariposa County
329,07/31/2020,07/05/2020,08/03/2020,Live Nation dba House of Blues Anaheim,Anaheim,Orange County,2.0,Layoff Temporary,Orange County
330,07/29/2020,09/30/2020,08/03/2020,Meggitt Inc.,Irvine,Orange County,16.0,Layoff Permanent,Orange County
331,07/30/2020,09/30/2020,08/03/2020,Martin Rubber Corporation,La Habra,Orange County,19.0,Layoff Permanent,Orange County
332,06/23/2020,06/23/2020,08/03/2020,"WASH Laundry Systems, Inc.",San Diego,San Diego County,1.0,Layoff Permanent,San Diego County
