,Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,Year
209,08/14/2020,08/14/2020,10/02/2020,Hyatt Regency Orange County,Garden Grove,Orange County,2.0,layoff permanent,2020
210,07/07/2020,07/03/2020,10/02/2020,Hyatt Corporation dba Hyatt Regency Orange County,Garden Grove,Orange County,52.0,layoff permanent,2020
211,06/30/2020,06/30/2020,10/02/2020,Hoag Memorial Hospital Presbyterian,Newport Beach,Orange County,218.0,layoff temporary,2020
212,09/30/2020,11/30/2020,10/02/2020,IHG Management LLC,Anaheim,Orange County,58.0,layoff permanent,2020
213,09/29/2020,12/04/2020,10/02/2020,"Walt Disney Parks and Resorts U.S., Inc.",Anaheim,Orange County,2050.0,layoff permanent,2020
214,09/29/2020,12/04/2020,10/02/2020,"Walt Disney Travel Co., Inc.",Anaheim,Orange County,74.0,layoff permanent,2020
215,09/29/2020,12/04/2020,10/02/2020,"Disney Destinations, LLC",Anaheim,Orange County,95.0,layoff permanent,2020
216,09/29/2020,12/04/2020,10/02/2020,Disney Entertainment Productions,Anaheim,Orange County,128.0,layoff permanent,2020
217,09/29/2020,12/04/2020,10/02/2020,Disney Entertainment Productions,Orange,Orange County,1.0,layoff permanent,2020
218,09/29/2020,12/04/2020,10/02/2020,"DVD, Inc.",Anaheim,Orange County,83.0,layoff permanent,2020
219,07/01/2020,06/20/2020,10/02/2020,TriWest,Rancho Cordova,Sacramento County,56.0,layoff permanent,2020
220,07/17/2020,09/23/2020,10/02/2020,**JC Penney (Cancelled),San Bernardino,San Bernardino County,109.0,closure permanent,2020
221,09/29/2020,12/04/2020,10/02/2020,"Walt Disney Parks and Resorts U.S.,",Ontario,San Bernardino County,1.0,layoff permanent,2020
222,07/10/2020,07/07/2020,10/02/2020,Stones South Bay Corp. dba Seven Mile Casino,Chula Vista,San Diego County,261.0,layoff temporary,2020
223,07/01/2020,09/04/2020,10/02/2020,"**CoreLogic Credco, LLC (Cancelled)",San Diego,San Diego County,137.0,layoff permanent,2020
224,06/29/2020,06/19/2020,10/02/2020,Hyatt Corporation dba Grand Hyatt San Diego,San Diego,San Diego County,624.0,layoff permanent,2020
225,08/14/2020,08/07/2020,10/02/2020,Hyatt Corporation dba Hyatt Regency La Jolla,San Diego,San Diego County,96.0,layoff permanent,2020
226,06/25/2020,06/19/2020,10/02/2020,Hyatt Corporation dba Grand Hyatt San Francisco,San Francisco,San Francisco County,28.0,layoff permanent,2020
227,06/26/2020,07/12/2020,10/02/2020,nVent Thermal LLC,Redwood City,San Mateo County,62.0,layoff temporary,2020
228,06/26/2020,08/09/2020,10/02/2020,nVent Thermal,Redwood City,San Mateo County,62.0,layoff temporary,2020
229,06/19/2020,06/19/2020,10/02/2020,Hyatt Corporation dba Hyatt Regency Santa Clara,Santa Clara,Santa Clara County,201.0,layoff permanent,2020
230,09/29/2020,09/29/2020,10/02/2020,Flex,Milpitas,Santa Clara County,25.0,layoff type unknown,2020
231,09/22/2020,09/25/2020,10/02/2020,Hyatt Corporation,Santa Clara,Santa Clara County,1.0,layoff permanent,2020
232,06/24/2020,06/24/2020,10/02/2020,AltaMed,Commerce,Los Angeles County,12.0,layoff permanent,2020
233,09/30/2020,11/30/2020,10/02/2020,"Intercontinental Hotels Group Resources, LLC servicing  Staybridge Suites Chatsworth",Chatsworth,Los Angeles County,34.0,layoff permanent,2020
234,05/08/2020,07/17/2020,10/02/2020,Allergan plc,Irvine,Orange County,54.0,layoff permanent,2020
235,07/02/2020,06/19/2020,10/02/2020,Rancho Valencia Resort & Spa (RVR),Rancho Santa Fe,San Diego County,129.0,layoff temporary,2020
236,07/01/2020,07/01/2020,10/02/2020,"Delta C, LP dba Kings Card Club and Westlane Card Room",Stockton,San Joaquin County,157.0,closure temporary,2020
237,09/30/2020,11/30/2020,10/02/2020,IHG Management (Intercontinental Hotels Group),Milpitas,Santa Clara County,50.0,layoff permanent,2020
238,03/17/2020,03/18/2020,10/01/2020,Transportation Charter Services,Orange,Orange County,95.0,layoff permanent,2020
239,06/19/2020,06/19/2020,10/01/2020,Hyatt Corporation dba Hyatt Regency Orange County,Garden Grove,Orange County,237.0,layoff permanent,2020
240,07/02/2020,07/03/2020,10/01/2020,"Alumni Partners, LLC",San Clemente,Orange County,78.0,layoff permanent,2020
241,06/24/2020,06/19/2020,10/01/2020,Hyatt Corporation dba Park Hyatt Aviara Resort Golf Club and Spa,Carlsbad,San Diego County,1.0,layoff permanent,2020
242,03/23/2020,03/17/2020,10/01/2020,YogaWorks,San Francisco,San Francisco County,230.0,closure permanent,2020
243,06/24/2020,06/19/2020,10/01/2020,Hyatt Corporation dba Hyatt Regency San Francisco,San Francisco,San Francisco County,23.0,layoff permanent,2020
244,05/29/2020,05/29/2020,10/01/2020,Sky Chefs Inc.,Los Angeles,Los Angeles County,221.0,layoff permanent,2020
245,09/29/2020,11/30/2020,10/01/2020,IHG (Intercontinental Hotels Group) Management serving at Crowne Plaza Hotel LAX,Los Angeles,Los Angeles County,125.0,layoff permanent,2020
246,09/30/2020,11/30/2020,10/01/2020,"InterContinental Hotels Group Resources, LLC serving at Staybridge Suites SFO",San Bruno,San Mateo County,36.0,layoff permanent,2020
247,09/29/2020,12/04/2020,09/30/2020,Adient US LLC (also known as Futuris Automotive (US) Inc.,Newark,Alameda County,167.0,closure permanent,2020
248,05/15/2020,05/18/2020,09/30/2020,Blackhawk Country Club,Danville,Contra Costa County,5.0,layoff temporary,2020
249,06/26/2020,06/14/2020,09/30/2020,Deluxe Entertainment Services Inc.,Burbank,Los Angeles County,10.0,layoff temporary,2020
250,06/26/2020,07/31/2020,09/30/2020,Deluxe Entertainment,Burbank,Los Angeles County,19.0,layoff permanent,2020
251,06/24/2020,08/01/2020,09/30/2020,Levy Premium Foodservice,San Diego,San Diego County,5.0,layoff permanent,2020
252,11/22/2019,01/21/2020,09/30/2020,"WeWork Companies, Inc.",San Francisco,San Francisco County,326.0,layoff permanent,2019
253,03/30/2020,03/31/2020,09/30/2020,Aloft El Segundo Los Angeles Airport,El Segundo,Los Angeles County,44.0,layoff temporary,2020
254,03/30/2020,03/31/2020,09/30/2020,Fairfield Inn & Suites Los Angeles LAX El Segundo,El Segundo,Los Angeles County,71.0,layoff temporary,2020
255,06/24/2020,07/03/2020,09/30/2020,Honeywell,Torrance,Los Angeles County,67.0,layoff permanent,2020
256,06/23/2020,07/01/2020,09/30/2020,Entercom,Los Angeles,Los Angeles County,5.0,layoff permanent,2020
257,09/17/2020,11/15/2020,09/30/2020,"Paradigm Talent Agency,",Beverly Hills,Los Angeles County,79.0,layoff permanent,2020
258,09/29/2020,11/30/2020,09/30/2020,"InterContinental Hotels Group Resources, LLC serving at Staybridge Suites Torrance",Torrance,Los Angeles County,23.0,layoff permanent,2020
259,09/17/2020,11/15/2020,09/30/2020,"Paradigm Talent Agency, LLC",Monterey,Monterey County,3.0,layoff permanent,2020
260,09/30/2020,11/30/2020,09/30/2020,"InterContinental Hotels Group Resources, LLC DBA Candlewood Suites",Santa Ana,Orange County,16.0,layoff permanent,2020
261,09/29/2020,11/30/2020,09/30/2020,"InterContinental Hotels Group Resources, LLC serving at Staybridge Suites San Diego-Rancho B",San Diego,San Diego County,23.0,layoff permanent,2020
262,08/25/2020,08/27/2020,09/30/2020,Doubletree Hotels San Francisco-Airport,Burlingame,San Mateo County,17.0,layoff permanent,2020
263,09/21/2020,09/21/2020,09/30/2020,California Lutheran University,Thousand Oaks,Ventura County,1.0,closure temporary,2020
264,09/29/2020,11/12/2020,09/30/2020,CALIFORNIA LUTHERAN UNIVERSITY,Thousand Oaks,Ventura County,17.0,layoff permanent,2020
265,09/25/2020,08/19/2020,09/29/2020,"CSU, Chico",Chico,Butte County,446.0,layoff permanent,2020
266,09/28/2020,09/27/2020,09/29/2020,"Wencor Group, LLC Fortner Engineering & Manufacturing, Inc.",Glendale,Los Angeles County,23.0,layoff temporary,2020
267,06/04/2020,06/05/2020,09/29/2020,Pacific Clinics Advanced Behavioral Healthcare,Los Angeles,Los Angeles County,11.0,layoff permanent,2020
268,06/04/2020,06/05/2020,09/29/2020,Pacific Clinics Advanced Behavioral Healthcare,Pasadena,Los Angeles County,20.0,layoff permanent,2020
269,06/04/2020,06/05/2020,09/29/2020,Pacific Clinics Advanced Behavioral Healthcare,Santa Fe Springs,Los Angeles County,35.0,layoff permanent,2020
270,05/01/2020,09/01/2020,09/29/2020,agilon health of California,Long Beach,Los Angeles County,12.0,layoff permanent,2020
271,06/29/2020,07/03/2020,09/29/2020,Pacific Clinics Advanced Behavioral Healthcare,Glendale,Los Angeles County,1.0,layoff permanent,2020
272,05/28/2020,06/30/2020,09/29/2020,NPL Anaheim Investments LLC and Prospera Management Inc - Homwood Suites by Hilton,Anaheim,Orange County,73.0,layoff temporary,2020
273,09/18/2020,10/18/2020,09/29/2020,"Huntington Beach Inline, LLC",Huntington Beach,Orange County,21.0,layoff temporary,2020
274,05/01/2020,09/01/2020,09/29/2020,"agilon health of California, Inc.",Corona,Riverside County,181.0,closure permanent,2020
275,09/23/2020,09/30/2020,09/29/2020,SAY San Diego,San Diego,San Diego County,60.0,layoff permanent,2020
276,06/29/2020,06/30/2020,09/29/2020,Hyatt Corporation - Andaz San Diego,San Diego,San Diego County,62.0,layoff permanent,2020
277,06/12/2020,06/12/2020,09/29/2020,Hilton San Francisco Airport Bayfront,Burlingame,San Mateo County,119.0,layoff permanent,2020
278,06/24/2020,06/30/2020,09/29/2020,BYTON North America Corporation,Santa Clara,Santa Clara County,268.0,layoff permanent,2020
279,09/25/2020,11/24/2020,09/29/2020,"Compass Group USA, Inc dba Chartwells",San Jose,Santa Clara County,176.0,layoff permanent,2020
280,09/18/2020,11/18/2020,09/29/2020,USS Posco Industries,Pittsburg,Contra Costa County,216.0,layoff temporary,2020
281,04/16/2020,03/25/2020,09/29/2020,"deluxe Entertainment Services, Inc.",Burbank,Los Angeles County,57.0,layoff temporary,2020
282,06/26/2020,07/31/2020,09/29/2020,Deluxe Entertainment Services,Burbank,Los Angeles County,18.0,layoff permanent,2020
283,06/11/2020,03/31/2020,09/29/2020,HILTON PASADENA,Pasadena,Los Angeles County,140.0,layoff temporary,2020
284,06/09/2020,06/12/2020,09/29/2020,Hilton Santa Clara,Santa Clara,Santa Clara County,77.0,closure permanent,2020
285,08/26/2020,08/24/2020,09/29/2020,Golden Valley Health Centers,Ceres,Stanislaus County,3.0,layoff permanent,2020
286,09/25/2020,11/01/2020,09/28/2020,Ability First,Pasadena,Los Angeles County,89.0,layoff permanent,2020
287,09/25/2020,11/09/2020,09/28/2020,"JetStream Ground Services, Inc",Los Angeles,Los Angeles County,103.0,layoff permanent,2020
288,09/18/2020,04/10/2020,09/28/2020,"Cast & Crew Payroll, LLC",Burbank,Los Angeles County,68.0,layoff permanent,2020
289,09/18/2020,04/10/2020,09/28/2020,"Cast & Crew Payroll, LLC",Los Angeles,Los Angeles County,32.0,layoff permanent,2020
290,05/31/2020,05/31/2020,09/28/2020,Mondrian Los Angeles - Ivory on Sunset & Skybar,West Hollywood,Los Angeles County,89.0,layoff temporary,2020
291,06/18/2020,03/25/2020,09/28/2020,Coit Cleaning and Resortation,Monrovia,Los Angeles County,19.0,layoff temporary,2020
292,06/19/2020,06/25/2020,09/28/2020,Beverly Wilshire - Four Seasons Hotel,Beverly Hills,Los Angeles County,41.0,layoff permanent,2020
293,03/27/2020,03/27/2020,09/28/2020,"James R. Glidewell, Dental Ceramics",Newport Beach,Orange County,583.0,layoff temporary,2020
294,03/27/2020,03/27/2020,09/28/2020,"James R. Glidewell, Dental Ceramics,",Newport Beach,Orange County,343.0,layoff permanent,2020
295,05/11/2020,04/13/2020,09/28/2020,"Crown World, Inc.",Newport Beach,Orange County,3.0,layoff temporary,2020
296,05/11/2020,04/13/2020,09/28/2020,"Prismatik Dentalcraft, Inc.",Newport Beach,Orange County,23.0,layoff temporary,2020
297,05/28/2020,06/30/2020,09/28/2020,"Hyatt House Anaheim Resort-Convention Center - HH Comer, LLC and Prospera Management",Anaheim,Orange County,88.0,layoff type unknown,2020
298,06/19/2020,05/09/2020,09/28/2020,"Prismatik Dentalcraft, Inc.",Newport Beach,Orange County,9.0,layoff permanent,2020
299,06/25/2020,06/22/2020,09/28/2020,Hyatt Regency Newport Beach,Newport Beach,Orange County,1.0,layoff permanent,2020
300,08/28/2020,11/01/2020,09/28/2020,"Scoobeez, Inc.,",Irvine,Orange County,55.0,closure permanent,2020
301,03/27/2020,03/27/2020,09/28/2020,"James R. Glidewell, Dental Cermics, Inc.",Riverside,Riverside County,16.0,layoff permanent,2020
302,03/01/2020,03/27/2020,09/28/2020,"James R. Glidewell, Dental Ceramics, Inc.",Riverside,Riverside County,47.0,layoff temporary,2020
303,06/19/2020,06/19/2020,09/28/2020,Hyatt Regency Indian Wells Resort & Spa,Indian Wells,Riverside County,230.0,closure permanent,2020
304,09/03/2020,11/02/2020,09/28/2020,Liqui-Box Corporation,Sacramento,Sacramento County,22.0,layoff permanent,2020
305,09/22/2020,10/04/2020,09/28/2020,ABM c/o Hertz,San Diego,San Diego County,1.0,layoff permanent,2020
306,09/21/2020,08/28/2020,09/28/2020,Hyatt Corporation dba Grand Hyatt San Diego,San Diego,San Diego County,292.0,layoff permanent,2020
307,08/28/2020,08/28/2020,09/28/2020,Hyatt Regency Mission Bay Spa and Marina,San Diego,San Diego County,13.0,layoff permanent,2020
308,06/08/2020,06/15/2020,09/28/2020,Sunroad CV Auto Inc. - Toyota Chula Vista,Chula Vista,San Diego County,2.0,layoff permanent,2020
309,06/22/2020,06/19/2020,09/28/2020,Hyatt Regency Mission Bay Resort and Spa,San Diego,San Diego County,21.0,closure permanent,2020
310,04/13/2020,04/13/2020,09/28/2020,Jerome's Furniture,San Diego,San Diego County,160.0,layoff permanent,2020
311,06/18/2020,03/25/2020,09/28/2020,Coit Cleaning and Restoration,Burlingame,San Mateo County,20.0,layoff temporary,2020
312,09/11/2020,09/11/2020,09/28/2020,Hyatt Regency San Francisco Airport,Burlingame,San Mateo County,26.0,layoff permanent,2020
313,07/27/2020,06/30/2020,09/28/2020,Hyatt Place San Jose Downtown,San Jose,Santa Clara County,5.0,layoff permanent,2020
314,09/17/2020,09/25/2020,09/28/2020,Hyatt Corporation dba Hyatt Regency Santa Clara,Santa Clara,Santa Clara County,13.0,layoff permanent,2020
315,06/18/2020,06/26/2020,09/28/2020,1440 Multiversity,Scotts Valley,Santa Cruz County,102.0,layoff permanent,2020
316,06/19/2020,06/19/2020,09/28/2020,Golden Valley Health Center,Ceres,Stanislaus County,1.0,layoff permanent,2020
317,06/23/2020,06/22/2020,09/28/2020,Golden Valley Health Centers,Modesto,Stanislaus County,1.0,layoff permanent,2020
318,07/08/2020,10/01/2020,09/28/2020,"United Airlines, Inc. - Los Angeles International Airport",Los Angeles,Los Angeles County,1750.0,layoff temporary,2020
319,09/10/2020,08/21/2020,09/28/2020,"NBCUniversal Media, LLC",Universal City,Los Angeles County,5.0,layoff permanent,2020
320,09/10/2020,10/09/2020,09/28/2020,"Telemundo Network Group LLC, NBCUniversal Media, LLC, and NBC Universal Production Services, LLC",Universal City,Los Angeles County,37.0,layoff permanent,2020
321,08/31/2020,10/30/2020,09/28/2020,Tension Envelope Corporation,Temecula,Riverside County,97.0,closure permanent,2020
322,06/23/2020,06/29/2020,09/28/2020,Vista Metals Corp.,Fontana,San Bernardino County,66.0,layoff permanent,2020
323,09/22/2020,09/18/2020,09/28/2020,Hyatt Corporation dba Grand Hyatt San Francisco,San Francisco,San Francisco County,17.0,layoff permanent,2020
324,09/22/2020,09/18/2020,09/28/2020,Hyatt Corporation dba Hyatt Regency San Francisco,San Francisco,San Francisco County,18.0,layoff permanent,2020
325,07/08/2020,10/01/2020,09/28/2020,"United Airlines, Inc. - San Francisco International Airport",San Francisco,San Francisco County,6912.0,layoff temporary,2020
326,06/18/2020,06/19/2020,09/28/2020,Jewish Community Center of San Francisco,San Francisco,San Francisco County,153.0,layoff permanent,2020
327,04/20/2020,04/20/2020,09/28/2020,Hyatt Regency Sonoma Wine Country,Santa Rosa,Sonoma County,83.0,layoff temporary,2020
328,06/30/2020,05/31/2020,09/28/2020,Golden Valley Health Centers,Patterson,Stanislaus County,4.0,layoff permanent,2020
329,06/23/2020,07/01/2020,09/28/2020,Playworks,Oakland,Alameda County,14.0,layoff permanent,2020
330,06/23/2020,07/01/2020,09/28/2020,Playworks,Oakland,Alameda County,21.0,layoff temporary,2020
331,06/18/2020,06/22/2020,09/28/2020,Jewish Community Center of San Francisco,San Francisco,San Francisco County,7.0,layoff temporary,2020
332,09/02/2020,10/08/2020,09/28/2020,"Marriott Ownership Resorts, Inc.",San Francisco,San Francisco County,25.0,layoff type unknown,2020
333,08/27/2020,08/07/2020,09/28/2020,Wyndham Vacation Ownership dba Windsor Sales,Windsor,Sonoma County,5.0,layoff permanent,2020
334,06/15/2020,08/14/2020,09/27/2020,Blackhawk Country Club,Danville,Contra Costa County,30.0,layoff permanent,2020
335,06/17/2020,06/19/2020,09/27/2020,"M. Arthur Gensler Jr. & Associates, Inc.",Los Angeles,Los Angeles County,2.0,layoff permanent,2020
336,06/12/2020,06/12/2020,09/27/2020,"Lucky Brand Dungarees, LLC",Los Angeles,Los Angeles County,91.0,layoff permanent,2020
337,07/10/2020,08/17/2020,09/27/2020,"Lucky Brand Dungarees, LLC",Los Angeles,Los Angeles County,192.0,layoff permanent,2020
338,07/15/2020,09/13/2020,09/27/2020,"Thyssenkrupp Materials, LLC",Santa Fe Springs,Los Angeles County,76.0,layoff permanent,2020
339,07/27/2020,07/27/2020,09/27/2020,Cinepolis Luxure Cinemas,Pacific Palisades,Los Angeles County,2.0,layoff temporary,2020
340,06/09/2020,06/15/2020,09/27/2020,JC Resorts - Surf & Sand Resort,Laguna Beach,Orange County,40.0,layoff permanent,2020
341,08/03/2020,08/10/2020,09/27/2020,JC Resorts LLC - Cathedral Canyon Golf Club,Cathedral City,Riverside County,1.0,layoff permanent,2020
342,08/03/2020,08/10/2020,09/27/2020,JC Resorts - Los Serranos Golf Club,Chino Hills,San Bernardino County,29.0,layoff permanent,2020
343,08/03/2020,08/10/2020,09/27/2020,JC Resorts LLC - The Crossings,Carlsbad,San Diego County,13.0,layoff permanent,2020
344,08/03/2020,08/10/2020,09/27/2020,"JC Resorts, LLC",San Marcos,San Diego County,11.0,layoff permanent,2020
345,06/08/2020,06/15/2020,09/27/2020,JC Resorts - Rancho Bernardo Inn,San Diego,San Diego County,334.0,layoff permanent,2020
346,03/16/2020,03/16/2020,09/27/2020,"Hakkasan Holdings, LLC",San Francisco,San Francisco County,109.0,closure permanent,2020
347,05/28/2020,05/31/2020,09/27/2020,VHG Fourth Street SF  LLC,San Francisco,San Francisco County,75.0,layoff permanent,2020
348,07/27/2020,07/27/2020,09/27/2020,Cinepolis Luxury Cinemas,Westlake Village,Ventura County,2.0,layoff temporary,2020
349,06/15/2020,06/15/2020,09/27/2020,All About Parking - Workday,Pleasanton,Alameda County,29.0,layoff permanent,2020
350,06/13/2020,03/15/2020,09/27/2020,755 Tacos LLC DBA Poppy and Petite Taqueria,West Hollywood,Los Angeles County,123.0,layoff temporary,2020
351,06/13/2020,03/15/2020,09/27/2020,"Beverly Sherbourne, LCC DBA Delilah",Los Angeles,Los Angeles County,55.0,layoff temporary,2020
352,06/13/2020,03/15/2020,09/27/2020,"DBDJ, LLC DBA Bootsy Bellows",West Hollywood,Los Angeles County,92.0,layoff temporary,2020
353,06/15/2020,03/16/2020,09/27/2020,The 1933 Group,Los Angeles,Los Angeles County,182.0,layoff type unknown,2020
354,06/12/2020,06/04/2020,09/27/2020,Hybrid Promotions,Cypress,Orange County,97.0,layoff permanent,2020
355,06/12/2020,06/04/2020,09/27/2020,"Hybrid Promotions, LLC",Huntington Beach,Orange County,30.0,layoff permanent,2020
