,Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,County Orig,Year,Layoff/Closure clean
170,04/27/2020,04/28/2020,07/16/2020,Brady Corporation,Ontario,San Bernardino County,19.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
171,04/15/2020,03/27/2020,07/16/2020,Neighborhood Healthcare,Escondido,San Diego County,1.0,Layoff Permanent,San Diego County,2020,layoff permanent
172,07/08/2020,09/07/2020,07/16/2020,"Funding Circle USA, Inc.",San Francisco,San Francisco County,86.0,Layoff Permanent,San Francisco County,2020,layoff permanent
173,06/23/2020,08/17/2020,07/16/2020,"Vie De France Yamazaki, Inc.",Vernon,Los Angeles County,74.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
174,03/25/2020,03/20/2020,07/16/2020,Goodwill Industries - Fresno,Fresno,Fresno County,18.0,Layoff Temporary,Fresno County,2020,layoff temporary
175,03/31/2020,03/29/2020,07/16/2020,Omni Los Angeles Hotel,Los Angeles,Los Angeles County,1.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
176,03/19/2020,03/23/2020,07/16/2020,"Paradies Lagardere @ LAX F&B, LLC",Los Angeles,Los Angeles County,38.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
177,04/29/2020,03/20/2020,07/16/2020,Montage International - Pendry San Diego,San Diego,San Diego County,509.0,Layoff Temporary,San Diego County,2020,layoff temporary
178,05/22/2020,05/22/2020,07/21/2020,RUSNAK AUDI - PASADENA,Pasadena,Los Angeles County,22.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
179,07/09/2020,07/09/2020,07/21/2020,"Blanca Investments, LLC dba Villa Blanca",Beverly Hills,Los Angeles County,50.0,Closure Permanent,Los Angeles County,2020,closure permanent
180,07/10/2020,07/10/2020,07/21/2020,"Designated Metal Connection, Inc",Gardena,Los Angeles County,96.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
181,07/10/2020,07/24/2020,07/21/2020,Adventist Health Lodi Memorial,Lodi,San Joaquin County,1.0,Layoff Permanent,San Joaquin County,2020,layoff permanent
182,07/10/2020,07/10/2020,07/21/2020,Buckhorn Caf&eacute; Inc.,Winters,Yolo County,82.0,Layoff Permanent,Yolo County,2020,layoff permanent
183,07/10/2020,07/10/2020,07/21/2020,Buckhorn Cafe Inc.,Winters,Yolo County,29.0,Layoff Temporary,Yolo County,2020,layoff temporary
184,04/03/2020,03/17/2020,07/21/2020,Active Acquisition Partners LLC dba Active Sports Clubs - Oakland City Center,Oakland,Alameda County,109.0,Layoff Temporary,Alameda County,2020,layoff temporary
185,04/30/2020,04/30/2020,07/21/2020,"Townsend Industries, Inc.",Bakersfield,Kern County,98.0,Layoff Temporary,Kern County,2020,layoff temporary
186,05/01/2020,06/30/2020,07/21/2020,Inspire School Services,Rocklin,Placer County,3.0,Layoff Type Unknown ,Placer County,2020,layoff type unknown
187,05/01/2020,06/30/2020,07/21/2020,Inspire Charter Schools,Temecula,Riverside County,20.0,Layoff Type Unknown ,Riverside County,2020,layoff type unknown
188,05/01/2020,06/30/2020,07/21/2020,Inspire Charter Services,San Luis Obispo,San Luis Obispo County,3.0,Layoff Type Unknown ,San Luis Obispo County,2020,layoff type unknown
189,07/10/2020,07/25/2020,07/21/2020,"Philz Coffee, Inc.",Davis,Yolo County,6.0,Layoff Permanent,Yolo County,2020,layoff permanent
190,07/14/2020,04/30/2021,07/22/2020,Smiths Detection Inc,Newark,Alameda County,4.0,Layoff Permanent,Alameda County,2020,layoff permanent
191,07/14/2020,07/06/2020,07/22/2020,"Cal Poly Pomona Foundation, Inc",Pomona,Los Angeles County,8.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
192,07/16/2020,07/03/2020,07/22/2020,"Crescent Resorts & Hotels, LLC - Browne Plaza Los Angeles- Commerce Casino Hotel",Los Angeles,Los Angeles County,13.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
193,04/03/2020,04/13/2020,07/22/2020,Quest Diagnostics Incorporated,Auburn,Placer County,7.0,Layoff Temporary,Placer County,2020,layoff temporary
194,03/18/2020,03/20/2020,07/22/2020,"Goodwill Industries of Sacramento Valley and Northern Nevada, Inc.",Sacramento,Sacramento County,170.0,Layoff Temporary,Sacramento County,2020,layoff temporary
195,07/14/2020,08/31/2020,07/22/2020,Life Cycle Engineering Inc,San Diego,San Diego County,55.0,Layoff Permanent,San Diego County,2020,layoff permanent
196,07/16/2020,10/02/2020,07/22/2020,Anheuser Busch - Riverside Distribution Facility,Riverside,Riverside County,222.0,Layoff Permanent,Riverside County,2020,layoff permanent
197,04/15/2020,03/17/2020,07/22/2020,Webster Orthopedics,San Ramon,Contra Costa County,24.0,Layoff Temporary,Contra Costa County,2020,layoff temporary
198,07/08/2020,07/07/2020,07/22/2020,"Stonebridge Hospitality Associates, LLC",Garden Grove,Orange County,71.0,Layoff Permanent,Orange County,2020,layoff permanent
199,07/16/2020,07/31/2020,07/22/2020,"TravCorp, Inc.",Cypress,Orange County,78.0,Layoff Permanent,Orange County,2020,layoff permanent
200,07/16/2020,08/31/2020,07/22/2020,"Swiss Post Solutions, Inc.",Santa Ana,Orange County,85.0,Layoff Permanent,Orange County,2020,layoff permanent
201,07/08/2020,07/07/2020,07/22/2020,"365 Hospitality Associates, LLC dba Hyatt Place San Francisco Downtown",San Francisco,San Francisco County,29.0,Layoff Permanent,San Francisco County,2020,layoff permanent
202,03/25/2020,03/20/2020,07/22/2020,Goodwill Industries of San Joaquin,Lodi,San Joaquin County,19.0,Layoff Temporary,San Joaquin County,2020,layoff temporary
203,04/16/2020,04/08/2020,07/22/2020,Restoration Hardware,Tracy,San Joaquin County,9.0,Layoff Temporary,San Joaquin County,2020,layoff temporary
204,04/16/2020,04/08/2020,07/22/2020,Restoration Hardware,Tracy,San Joaquin County,60.0,Layoff Permanent,San Joaquin County,2020,layoff permanent
205,07/14/2020,07/13/2020,07/22/2020,Lucky Chances Casino,Colma,San Mateo County,489.0,Closure Temporary,San Mateo County,2020,closure temporary
206,06/30/2020,08/31/2020,07/22/2020,Coca Cola North America dba Odwalla's,Santa Rosa,Sonoma County,17.0,Closure Permanent,Sonoma County,2020,closure permanent
207,07/13/2020,07/04/2002,07/23/2020,"Exodus Recovery, Inc.",Los Angeles,Los Angeles County,85.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
208,07/13/2020,06/12/2020,07/23/2020,Sinai Akiba Academy/Sinai Temple,Los Angeles,Los Angeles County,52.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
209,07/15/2020,07/17/2020,07/23/2020,Howmet Aerospace,Fontana,San Bernardino County,13.0,Layoff Permanent,San Bernardino County,2020,layoff permanent
210,07/13/2020,09/14/2020,07/23/2020,"Intertek USA, Inc.",San Diego,San Diego County,66.0,Closure Permanent,San Diego County,2020,closure permanent
211,07/15/2020,08/17/2020,07/23/2020,Instacart,Sunnyvale,Santa Clara County,14.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
212,03/18/2020,03/20/2020,07/23/2020,Goodwill Industries of Sacramento Valley and Northern Nevada,West Sacramento,Yolo County,21.0,Layoff Temporary,Yolo County,2020,layoff temporary
213,07/14/2020,07/16/2020,07/23/2020,"A'viands, LLC",Seaside,Monterey County,197.0,Layoff Permanent,Monterey County,2020,layoff permanent
214,03/25/2020,03/20/2020,07/23/2020,Goodwill Industries Bulk Buying SJV,Fresno,Fresno County,24.0,Layoff Temporary,Fresno County,2020,layoff temporary
215,03/25/2020,03/20/2020,07/23/2020,Goodwill Industries of San Joaquin Madera,Madera,Madera County,18.0,Layoff Temporary,Madera County,2020,layoff temporary
216,07/15/2020,07/13/2020,07/23/2020,Howmet Aerospace,Rancho Cucamonga,San Bernardino County,239.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
217,07/15/2020,07/01/2020,07/23/2020,Dave and Buster's,Ontario,San Bernardino County,68.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
218,07/14/2020,07/13/2020,07/23/2020,"Lucky Business Services, Inc dba Lucky Chances Casino",San Francisco,San Francisco County,220.0,Closure Temporary,San Francisco County,2020,closure temporary
219,03/25/2020,03/20/2020,07/23/2020,Goodwill Industries of San Joaquin-Stockton,Stockton,San Joaquin County,23.0,Layoff Temporary,San Joaquin County,2020,layoff temporary
220,05/04/2020,07/06/2020,07/23/2020,"Verity Health System of California, Inc.",Daly City,San Mateo County,1284.0,Layoff Permanent,San Mateo County,2020,layoff permanent
221,05/04/2020,07/06/2020,07/23/2020,"Verity Health System of California, Inc. dba Verity Business Services",Daly City,San Mateo County,27.0,Layoff Permanent,San Mateo County,2020,layoff permanent
222,05/04/2020,07/06/2020,07/23/2020,"Verity Health System of California, Inc. dba VHS",Daly City,San Mateo County,9.0,Layoff Permanent,San Mateo County,2020,layoff permanent
223,03/25/2020,03/20/2020,07/23/2020,Goodwill Industries of San Joaquin Valley,Turlock,Stanislaus County,16.0,Layoff Temporary,Stanislaus County,2020,layoff temporary
224,03/25/2020,03/20/2020,07/23/2020,Goodwill San Joaquin Valley,Visalia,Tulare County,18.0,Layoff Temporary,Tulare County,2020,layoff temporary
225,07/17/2020,07/17/2020,07/24/2020,"Designed Metal Connection, Inc.",Gardena,Los Angeles County,159.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
226,07/17/2020,07/17/2020,07/24/2020,"PT Gaming, LLC dba Capitol Casino - Sacramento Facility",Sacramento,Sacramento County,43.0,Layoff Permanent,Sacramento County,2020,layoff permanent
227,07/17/2020,09/23/2020,07/24/2020,JC Penney,Chino,San Bernardino County,80.0,Closure Permanent,San Bernardino County,2020,closure permanent
228,07/17/2020,08/01/2020,07/24/2020,"West CCRA, LLC dba West Steak and Seafood",Carlsbad,San Diego County,56.0,Closure Permanent,San Diego County,2020,closure permanent
229,04/09/2020,04/12/2020,07/24/2020,Scripps Health,Encinitas,San Diego County,31.0,Layoff Temporary,San Diego County,2020,layoff temporary
230,07/17/2020,07/17/2020,07/24/2020,"PT Gaming, LLC dba Artichoke Joe's Casino",San Bruno,San Mateo County,124.0,Layoff Permanent,San Mateo County,2020,layoff permanent
231,07/17/2020,09/18/2020,07/24/2020,"Genentech, Inc. and Genentech USA, Inc.",South San Francisco,San Mateo County,474.0,Layoff Permanent,San Mateo County,2020,layoff permanent
232,07/16/2020,07/17/2020,07/24/2020,"PT Gaming, LLC dba Bay 101 Casino",San Jose,Santa Clara County,99.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
233,07/17/2020,07/17/2020,07/24/2020,"PT Gaming, LLC dba Casino Club - Redding Facility",Redding,Shasta County,4.0,Layoff Permanent,Shasta County,2020,layoff permanent
234,07/17/2020,07/17/2020,07/24/2020,"PT Gaming, LLC dba California Grand Casino - Pacheco Facility",Fairfield,Solano County,34.0,Layoff Permanent,Solano County,2020,layoff permanent
235,07/16/2020,09/15/2020,07/24/2020,"Camarillo Harvesting, L.P.",Ventura,Ventura County,161.0,Layoff Permanent,Ventura County,2020,layoff permanent
236,07/15/2020,07/09/2020,07/24/2020,ASM Global - Oakland,Concord,Contra Costa County,13.0,Layoff Temporary,Contra Costa County,2020,layoff temporary
237,03/27/2020,03/20/2020,07/24/2020,Angels Baseball LP,Anaheim,Orange County,1.0,Closure Type Unknown ,Orange County,2020,closure type unknown
238,06/15/2020,06/12/2020,07/24/2020,"Jacobsen Daniels Enterprise, Inc.",Los Angeles,Los Angeles County,4.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
239,07/02/2020,07/02/2020,07/24/2020,Parkwest Casino Lotus,Sacramento,Sacramento County,167.0,Layoff Temporary,Sacramento County,2020,layoff temporary
240,04/22/2020,03/19/2020,07/24/2020,"ALCC, LLC",Santa Barbara,Santa Barbara County,1.0,Layoff Type Unknown ,Santa Barbara County,2020,layoff type unknown
241,05/18/2020,06/05/2020,07/24/2020,"Uber Technologies, Inc.",Palo Alto,Santa Clara County,167.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
242,03/25/2020,03/20/2020,07/24/2020,Goodwill Industries of San Joaquin-Turlock,Turlock,Stanislaus County,19.0,Layoff Temporary,Stanislaus County,2020,layoff temporary
243,03/25/2020,03/20/2020,07/24/2020,Goodwill Industries- San Joaquin,Modesto,Stanislaus County,18.0,Layoff Temporary,Stanislaus County,2020,layoff temporary
244,04/22/2020,03/19/2020,07/24/2020,Los Agaves Inc,Oxnard,Ventura County,1.0,Layoff Type Unknown ,Ventura County,2020,layoff type unknown
245,04/23/2020,03/24/2020,07/27/2020,"Meribear Productions, Inc. dba Meredith Baer Home",South Gate,Los Angeles County,133.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
246,07/23/2020,09/21/2020,07/27/2020,AT&T,El Segundo,Los Angeles County,64.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
247,03/30/2020,04/03/2020,07/27/2020,Embassy Suites Irvine,Irvine,Orange County,77.0,Closure Temporary,Orange County,2020,closure temporary
248,04/23/2020,04/23/2020,07/27/2020,Hardin Automotive dba Hardin Buick Pontiac GMC,Anaheim,Orange County,58.0,Closure Temporary,Orange County,2020,closure temporary
249,07/23/2020,07/08/2020,07/27/2020,Johnson hospitality Services Associates LLC,Los Altos,Santa Clara County,46.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
250,07/23/2020,07/26/2020,07/27/2020,Universal City Studios LLC dba Universal Studios Hollywood,Universal City,Los Angeles County,37.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
251,07/23/2020,07/29/2020,07/27/2020,Howmet Aerospace,Fontana,San Bernardino County,152.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
252,07/07/2020,07/01/2020,07/27/2020,"Gatan, Inc",Pleasanton,Alameda County,105.0,Layoff Temporary,Alameda County,2020,layoff temporary
253,07/22/2020,03/25/2020,07/27/2020,Seaside Dining Group - Denny's,Maywood,Los Angeles County,61.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
254,04/06/2020,04/06/2020,07/27/2020,"Pacific Dental Services, LLC",Irvine,Orange County,107.0,Layoff Temporary,Orange County,2020,layoff temporary
255,07/15/2020,10/02/2020,07/27/2020,Zodiac Pool Systems LLC,Rancho Santa Margarita,Orange County,15.0,Closure Permanent,Orange County,2020,closure permanent
256,07/06/2020,08/28/2020,07/27/2020,APL America LLC,Newport Beach,Orange County,44.0,Layoff Permanent,Orange County,2020,layoff permanent
257,07/21/2020,09/20/2020,07/27/2020,Gannett Publishing Services/Palm Springs,Palm Springs,Riverside County,36.0,Layoff Permanent,Riverside County,2020,layoff permanent
258,07/02/2020,07/02/2020,07/27/2020,Parkwest Casino Cordova,Rancho Cordova,Sacramento County,99.0,Layoff Temporary,Sacramento County,2020,layoff temporary
259,07/02/2020,07/02/2020,07/27/2020,"LODI CARDROOM, INC.",Lodi,San Joaquin County,122.0,Layoff Temporary,San Joaquin County,2020,layoff temporary
260,07/22/2020,03/25/2020,07/27/2020,"Seaside Dining Group, Inc. - Denny's",San Jose,Santa Clara County,213.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
261,07/17/2020,07/17/2020,07/28/2020,"PT Gaming, LLC dba Oak's Card Club - Emeryville Facility",Emeryville,Alameda County,71.0,Layoff Permanent,Alameda County,2020,layoff permanent
262,07/17/2020,07/17/2020,07/28/2020,"PT Gaming, LLC dba Diamond Jim's Casino - Rosamund Facility",Rosamond,Kern County,20.0,Layoff Permanent,Kern County,2020,layoff permanent
263,07/20/2020,07/24/2020,07/28/2020,Adventist Health dba AH Delano,Delano,Kern County,71.0,Layoff Permanent,Kern County,2020,layoff permanent
264,07/20/2020,06/26/2020,07/28/2020,Oparc,Montclair,San Bernardino County,4.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
265,07/20/2020,06/26/2020,07/28/2020,Oparc,San Bernardino,San Bernardino County,32.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
266,07/17/2020,08/08/2020,07/28/2020,"Stratasys Direct, Inc.",Poway,San Diego County,71.0,Layoff Temporary,San Diego County,2020,layoff temporary
267,07/17/2020,07/17/2020,07/28/2020,"PT Gaming, LLC",Manteca,San Joaquin County,94.0,Layoff Permanent,San Joaquin County,2020,layoff permanent
268,07/23/2020,06/19/2020,07/28/2020,"Avatar Foods International Inc, dba Global Gourmet Catering",Saratoga,Santa Clara County,10.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
269,07/23/2020,06/30/2020,07/28/2020,"LSI-Silvercreek, LLC.",San Jose,Santa Clara County,139.0,Layoff Type Unknown ,Santa Clara County,2020,layoff type unknown
270,04/02/2020,03/31/2020,07/28/2020,"Dentemploy, Inc.",Fairfield,Solano County,7.0,Layoff Temporary,Solano County,2020,layoff temporary
271,04/10/2020,04/10/2020,07/28/2020,"Beta Beauty, LLC",Oxnard,Ventura County,2.0,Layoff Temporary,Ventura County,2020,layoff temporary
272,04/10/2020,04/10/2020,07/28/2020,"ColourPop Cosmetics, LLC",Oxnard,Ventura County,9.0,Layoff Permanent,Ventura County,2020,layoff permanent
273,04/10/2020,04/10/2020,07/28/2020,The Spatz Corporation,Oxnard,Ventura County,1.0,Layoff Temporary,Ventura County,2020,layoff temporary
274,07/28/2020,08/31/2020,07/28/2020,test,West Sacramento,Yolo County,52.0,Layoff Temporary,Yolo County,2020,layoff temporary
275,03/27/2020,03/27/2020,07/28/2020,Angels Baseball LP Operations,Anaheim,Orange County,1.0,Layoff Type Unknown ,Orange County,2020,layoff type unknown
276,06/26/2020,06/26/2020,07/28/2020,MOCA,Los Angeles,Los Angeles County,5.0,Closure Temporary,Los Angeles County,2020,closure temporary
277,07/23/2020,07/26/2020,07/28/2020,"Mayfield House, LLC dba Mayfield Bakery and Cafe",Palo Alto,Santa Clara County,51.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
278,07/06/2020,07/10/2020,07/29/2020,Course At Wente Vineyards,Livermore,Alameda County,48.0,Layoff Type Unknown ,Alameda County,2020,layoff type unknown
279,07/06/2020,07/10/2020,07/29/2020,Wente Family Estates,Livermore,Alameda County,331.0,Closure Temporary,Alameda County,2020,closure temporary
280,05/08/2020,04/15/2020,07/29/2020,"Ricoh USA,  Inc.",Culver City,Los Angeles County,25.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
281,07/23/2020,07/23/2020,07/29/2020,NBCU et al,Universal City,Los Angeles County,24.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
282,07/23/2020,07/27/2020,07/29/2020,Honeywell,Torrance,Los Angeles County,260.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
283,07/07/2020,07/07/2020,07/29/2020,Summit Machine Inc,Ontario,San Bernardino County,41.0,Layoff Permanent,San Bernardino County,2020,layoff permanent
284,07/20/2020,07/17/2020,07/29/2020,"Torrid, LLC",Ventura,Ventura County,7.0,Layoff Temporary,Ventura County,2020,layoff temporary
285,07/24/2020,09/24/2020,07/29/2020,Fairmont San Francisco,San Francisco,San Francisco County,511.0,Layoff Temporary,San Francisco County,2020,layoff temporary
