rowid,﻿X,Y,OBJECTID,PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL,PHAS_DESIGNATION,HA_LOW_RENT_SIZE_CATEGORY,SECTION8_UNITS_CNT,HA_SECTION_8_SIZE_CATEGORY,HA_COMBINED_SIZE_CATEGORY,HA_FYE,HA_PROGRAM_TYPE,TOTAL_UNITS,TOTAL_DWELLING_UNITS,ACC_UNITS,PH_OCCUPIED,SECTION8_OCCUPIED,TOTAL_OCCUPIED,PCT_OCCUPIED,REGULAR_VACANT,PHA_TOTAL_UNITS,NUMBER_REPORTED,PCT_REPORTED,OPFUND_AMNT,OPFUND_AMNT_PREV_YR,CAPFUND_AMNT,CAPFUND_AMNT_PREV_YR,VCHR_AMNT,VCHR_AMNT_PREV_YR,ROSS_AMNT,FSS_AMNT,SPENDING_PER_MONTH,SPENDING_PER_MONTH_PREV_YR,CHLDRN_MBR_CNT,ELDLY_PRCNT,PCT_DISABLED_LT62_ALL,PCT_LT80_MEDIAN,MEDIAN_INC_AMNT,STATE2KX,CNTY_NM2KX,CNTY2KX,TRACT2KX,BG2KX,BLOCK2KX,DPVACT,DPVNOST,CURCNTY_NM,CURCNTY,CURCOSUB,CURCOSUB_NM,PLACE2KX,PLACE_NM2KX,PLACE_CC2KX,PLACE_INC2KX,MSA,MSA_NM,CBSA,CBSA_NM,NECTA,NECTA_NM,METRO,MICRO,FCD_FIPS91,HLC,DPV,DPVRC,STD_ADDR,URB_OUT,STD_CITY,STD_ST,STD_ZIP5,STD_ZIP9,ZIP_CLASS,ZCTA2KX,DPBC,DPBC_CKSUM,STD_ZIP11,ADDR_TYPE,APT_NO,APT_TYPE,C1PGRC,C1PPRB,C1PDRC,C1PSRC,C1PARC,C1PZRC,MSGUSPS,LAT,LON,RC2KX,STM2KX,LVL2KX,UR,MSG2KX,COUNTY_LEVEL,PLACE_LEVEL,TRACT_LEVEL,BLKGRP_LEVEL,UGLG_KEY,LAST_UPDT_DTTM,ANNL_EXPNS_AMNT,ANNL_EXPNS_AMNT_PREV_YR,
30,-66.1158,18.2631,30,RQ082,MUNICIPALITY OF AGUAS BUENAS,7877324185,7877321370,ymendez@aguasbuenaspr.net,7877320015,7877321370,ymendez@aguasbuenaspr.net,,,161,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,150,150,93.17,0,161,143,95.33,0,0,0,0,1182547,1200885,0,0,482,500,136,8.95,4.21,99.3,3276,72,Aguas Buenas,007,230200,,,,,Aguas Buenas,7,4529,Bairoa,00874,Aguas Buenas zona urbana (part),U1,,9999,,41980,"San Juan-Bayamsn-Caguas, PR Metropolitan Statistical Area",99999,,1,0,7298,0030,,,,,AGUAS BUENAS,PR,00703,,,00703,56,,,,,,S,,,,,S,Street not found,18.2631,-66.1158,5,S,T,U,**  Centroid Lat/Long   **,72007,7200874,72007230200,,72007,2020/08/24 16,57,41+00,911408
31,-66.2697,18.1347,31,RQ059,MUNICIPALITY OF AIBONITO,7877358181,7877352175,aibonitofederales1@gmail.com,7877328621,7878912770,aibonitofederales1@gmail.com,,,58,SMALL (50-99),SMALL (50-99),6/30,Section 8,0,0,0,0,56,56,96.56,0,58,55,98.21,0,0,0,0,236158,249039,0,0,439,454,61,5.33,6,98.18,4308,72,Aibonito,009,250400,,,,,Aibonito,9,1261,Aibonito,01218,Aibonito zona urbana (part),U1,,9999,,41980,"San Juan-Bayamsn-Caguas, PR Metropolitan Statistical Area",99999,,1,0,7298,0036,,,,,AIBONITO,PR,00705,,,00705,,,,,,,H,,,,,H,House # not found on this street,18.1347,-66.2697,5,S,T,U,**  Centroid Lat/Long   **,72009,7201218,72009250400,,72009,2020/08/24 16,57,41+00,315898
32,-66.062443,17.962655,32,RQ068,MUNICIPALITY OF ARROYO,7872710165,,seccion8_arroyo@yahoo.com,7878393500,,arroyohud@hotmail.com,,,217,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,81,81,85.27,0,95,81,100,0,0,0,0,274566,249503,0,0,377,383,84,3.86,1.93,97.53,3300,72,Arroyo,015,280202,1,1022,,,Arroyo,15,3970,Arroyo,03927,Arroyo zona urbana (part),U1,,9999,,25020,"Guayama, PR Metropolitan Statistical Area",99999,,1,0,7298,0054,Y,,21 Calle Virgilio Sanchez,,Arroyo,PR,00714,2802,,00714,21,3,00714280221,S,,,,2,,,,,80% Overall probable correctness,17.962655,-66.062443,S,,R,U,** Street-Level Rooftop **,72015,7203927,72015280202,720152802021,72015,2020/08/24 16,57,41+00,717745
33,-65.734491,18.211551,33,RQ047,MUNICIPALITY OF NAGUABO,7878741095,7878740538,naguabosec8@gmail.com,7878743108,7878740538,programasfederales@gmail.com,,,121,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,112,112,92.56,0,121,119,100,0,0,0,0,575480,596148,0,0,523,471,122,4.82,5.79,100,2826,72,Naguabo,103,170400,1,1013,,,Naguabo,103,55871,Naguabo,55828,Naguabo zona urbana (part),U1,,7440,"San Juan-Bayamon, PR PMSA",41980,"San Juan-Bayamsn-Caguas, PR Metropolitan Statistical Area",99999,,1,0,7298,0312,Y,,40 Calle Baldorioty,,Naguabo,PR,00718,2226,,00718,40,8,00718222640,S,,,,1,,,,,90% Overall probable correctness,18.211551,-65.734491,S,,R,U,** Street-Level Rooftop **,72103,7255828,72103170400,721031704001,72103,2020/08/24 16,57,41+00,667503
34,-66.2443,18.3004,34,RQ064,MUNICIPALITY OF NARANJITO,7872270129,7878698282,psantiago@municipiodenaranjito.com,7872270129,,psantiago@municipiodenaranjito.com,,,123,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,113,113,91.87,0,123,114,100,0,0,0,0,711738,675440,0,0,560,507,116,3.7,6.17,99.12,3860,72,Naranjito,105,520300,2,,,,Naranjito,105,56172,Naranjito,56129,Naranjito zona urbana (part),U1,,9999,,41980,"San Juan-Bayamsn-Caguas, PR Metropolitan Statistical Area",99999,,1,0,7298,0318,Y,,PO Box 53,,Naranjito,PR,00719,0053,,00719,53,7,00719005353,P,,,,0,,,,,100% Overall probable correctness,18.3004,-66.2443,9,S,B,U,**  Centroid Lat/Long   **,72105,7256129,72105520300,721055203002,72105,2020/08/24 16,57,41+00,730652
35,-66.3792,18.2211,35,RQ080,MUNICIPALITY OF OROCOVIS,7878675000,7878670309,federalesorocovis@gmail.com,7878675000,7878670309,prorocovis@gmail.com,,,47,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Section 8,0,0,0,0,46,46,97.88,0,47,43,93.48,0,0,0,0,206346,219776,0,0,407,427,51,3.91,0.78,97.67,2580,72,Orocovis,107,955100,2,,,,Orocovis,107,57376,Orocovis,57290,Orocovis zona urbana (part),U1,,9999,,41980,"San Juan-Bayamsn-Caguas, PR Metropolitan Statistical Area",99999,,1,0,7298,0324,Y,,PO Box 2106,,Orocovis,PR,00720,2106,,00720,6,6,00720210606,P,,,,0,,,,,100% Overall probable correctness,18.2211,-66.3792,9,S,B,U,**  Centroid Lat/Long   **,72107,7257290,72107955100,721079551002,72107,2020/08/24 16,57,41+00,225662
36,-67.188802,18.380168,36,RQ073,MUNICIPALITY OF AGUADA,7878684735,7878684766,seccion8@aguada.gov.pr,7878682112,7878684600,oficinadelalcalde@aguada.gov.pr,,,121,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,116,116,95.87,0,121,128,100,0,0,0,0,599191,578934,0,0,485,432,100,4.85,0.91,100,1110,72,Aguada,003,430300,2,2005,,,Aguada,3,659,Aguada,00616,Aguada zona urbana (part),U1,,0060,"Aguadilla, PR MSA",10380,"Aguadilla-Isabela, PR Metropolitan Statistical Area",99999,,1,0,7298,0018,Y,,226 Calle Colon,,Aguada,PR,00602,3224,,00602,26,3,00602322426,S,,,,0,,,,,100% Overall probable correctness,18.380168,-67.188802,S,,R,U,** Street-Level Rooftop **,72003,7200616,72003430300,720034303002,72003,2020/08/24 16,57,41+00,617457
37,-67.1313,18.4453,37,RQ012,MUNICIPALITY OF AGUADILLA,7878911005,7878912505,rq0012@gmail.com,7878911005,8668957961,rq0012@gmail.com,,,295,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,242,242,82.03,0,295,241,99.59,0,0,0,0,1400195,1316831,0,0,464,470,237,7.4,2.09,100,2600,72,Aguadilla,005,401301,,,,,Aguadilla,5,20955,Corrales,,,,,9999,,10380,"Aguadilla-Isabela, PR Metropolitan Statistical Area",99999,,1,0,7298,,,,,,AGUADILLA,PR,00605,,P,,,,,,,,H,,,,,H,House # not found on this street,18.4453,-67.1313,5,Z,T,,**  Centroid Lat/Long   **,72005,,72005401301,,,2020/08/24 16,57,41+00,1358680
38,-66.9836,18.1932,38,RQ029,MUNICIPALITY OF MARICAO,7878382280,7878382515,mmaricao@hotmail.com,7878382290,7878382520,mmaricao@hotmail.com,,,35,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Section 8,0,0,0,0,32,32,91.43,0,35,27,84.37,0,0,0,0,133569,129853,0,0,301,343,33,7.23,6.02,100,2472,72,Maricao,093,960200,,,,,Maricao,93,51313,Maricao,51270,Maricao zona urbana (part),U1,,9999,,99999,,99999,,0,0,7298,0282,,,,,MARICAO,PR,00606,,,00606,,,,,,,S,,,,,S,Street not found,18.1932,-66.9836,5,S,T,U,**  Centroid Lat/Long   **,72093,7251270,72093960200,,72093,2020/08/24 16,57,41+00,131782
39,-67.148,18.293,39,RQ043,Anasco Housing Authority,7878263100,7878267000,mrivera@anasco.gobierno.pr,7878263100,7878267000,mrivera@anasco.gobierno.pr,,,110,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,105,105,95.45,0,110,103,98.1,0,0,0,0,420291,478343,0,0,397,375,128,4.12,1.87,99.03,3978,72,Anasco,011,810500,,,,,Anasco,11,2766,Anasco Arriba,02680,Añasco zona urbana (part),U1,,9999,,10380,"Aguadilla-Isabela, PR Metropolitan Statistical Area",99999,,1,0,7298,0042,,,,,ANASCO,PR,00610,,,00610,,,,,,,H,,,,,H,House # not found on this street,18.293,-67.148,5,S,T,R,**  Centroid Lat/Long   **,72011,7202680,72011810500,,72011,2020/08/24 16,57,41+00,458827
40,-66.715,18.4728,40,RQ020,MUNICIPALITY OF ARECIBO,7876998550,7878794084,section8.rq020@gmail.com,7876698550,,section8.rq020@gmail.com,,,928,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Section 8,0,0,0,0,856,856,92.24,0,928,806,94.16,0,0,0,0,4424187,4151446,0,0,496,434,909,4.91,3.9,99.01,3228,72,Arecibo,013,300500,2,,,,Arecibo,13,3411,Arecibo,03368,Arecibo zona urbana (part),U1,,9999,,11640,"Arecibo, PR Metropolitan Statistical Area",99999,,1,0,7298,0048,D,,158 Calle Mariano Vidal,,Arecibo,PR,00612,4551,,00612,99,8,00612455199,H,2SUD,Ste,,2,,,N,,80% Overall probable correctness,18.4728,-66.715,9,H,B,U,**  Centroid Lat/Long   **,72013,7203368,72013300500,720133005002,72013,2020/08/24 16,57,41+00,4572118
41,-66.538244,18.455835,41,RQ054,MUNICIPALITY  OF  BARCELONETA,7878465092,7878463403,vmorales@barceloneta.gobierno.pr,7878463400,7878463403,federales@barceloneta.gobierno.pr,,,125,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,120,120,96,0,125,122,100,0,0,0,0,739661,732478,0,0,538,532,142,5.8,0.58,100,4044,72,Barceloneta,017,590200,1,1015,,,Barceloneta,17,5389,Barceloneta,05346,Barceloneta zona urbana (part),U1,,7440,"San Juan-Bayamon, PR PMSA",41980,"San Juan-Bayamsn-Caguas, PR Metropolitan Statistical Area",99999,,1,0,7298,0060,Y,,47 Calle Georgetti,,Barceloneta,PR,00617,2613,,00617,47,3,00617261347,S,,,,1,,,,,90% Overall probable correctness,18.455835,-66.538244,S,,R,U,** Street-Level Rooftop **,72017,7205346,72017590200,720175902001,72017,2020/08/24 16,57,41+00,790963
42,-67.145262,18.086136,42,RQ061,MUNICIPALITY OF CABO ROJO,7878511025,7878518553,seccion8@caborojopr.net,7878511025,,federales@caborojopr.net,,,107,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,103,103,96.26,0,107,109,100,0,0,0,0,491445,485696,0,0,498,476,101,6.01,19.08,100,2080,72,Cabo Rojo,023,830400,4,4011,,,Cabo Rojo,23,9818,Cabo Rojo,09861,Cabo Rojo zona urbana (part),U1,,4840,"Mayaguez, PR MSA",41900,"San German, PR Metropolitan Statistical Area",99999,,1,0,7298,0078,Y,,28 Calle Betances,,Cabo Rojo,PR,00623,4123,,00623,28,9,00623412328,S,,,,0,,,,,100% Overall probable correctness,18.086136,-67.145262,S,,R,U,** Street-Level Rooftop **,72023,7209861,72023830400,720238304004,72023,2020/08/24 16,57,41+00,599809
43,-66.721897,18.054322,43,RQ019,MUNICIPALITY OF PENUELAS,7878363030,7878361663,seccionocho@municipiodepenuelas.com,7878361136,,seccionocho@municipiodepenuelas.com,,,240,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,212,212,88.34,0,240,192,90.56,0,0,0,0,1123994,1133036,0,0,407,436,261,1.97,1.79,98.96,1740,72,Penuelas,111,730400,1,1044,,,Penuelas,111,61117,Penuelas,61074,Peñuelas zona urbana (part),U1,,6360,"Ponce, PR MSA",49500,"Yauco, PR Metropolitan Statistical Area",99999,,1,0,7298,0336,Y,,313 Calle Munoz Rivera,,Penuelas,PR,00624,2009,,00624,13,3,00624200913,S,,,,0,,,,,100% Overall probable correctness,18.054322,-66.721897,S,,R,U,** Street-Level Rooftop **,72111,7261074,72111730400,721117304001,72111,2020/08/24 16,57,41+00,1124617
44,-66.8412,18.4722,44,RQ040,MUNICIPALITY OF CAMUY,7872627704,7872628554,progfedcam@yahoo.com,7878988050,7872627471,progfedcam@yahoo.com,,,156,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,140,140,89.74,0,156,130,92.86,0,0,0,0,688922,698235,0,0,386,415,160,6.44,1.68,100,2994,72,Camuy,027,320401,,,,,Camuy,27,65116,Puente,11925,Camuy zona urbana (part),U1,,9999,,11640,"Arecibo, PR Metropolitan Statistical Area",99999,,1,0,7298,0090,,,,,CAMUY,PR,00627,,,00627,,,,,,,S,,,,,S,Street not found,18.4722,-66.8412,5,S,T,U,**  Centroid Lat/Long   **,72027,7211925,72027320401,,72027,2020/08/24 16,57,41+00,712888
45,-66.9548,18.0812,45,RQ048,MUNICIPALITY OF SABANA GRANDE,7878732030,,msgpgsc8@yahoo.com,7878733863,,msgpgsc8@yahoo.com,,,156,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,155,155,99.35,0,156,140,90.33,0,0,0,0,718171,794730,0,0,373,432,131,6.81,9.54,98.57,1800,72,Sabana Grande,121,960600,,,,,Sabana Grande,121,48346,Machuchal,73544,Sabana Grande zona urbana (part),U1,,9999,,41900,"San German, PR Metropolitan Statistical Area",99999,,1,0,7298,,,,,,SABANA GRANDE,PR,00637,,,00637,,,,,,,S,,,,,S,Street not found,18.0812,-66.9548,5,S,T,U,**  Centroid Lat/Long   **,72121,7273544,72121960600,,72121,2020/08/24 16,57,41+00,792647
46,-66.4768,18.2869,46,RQ052,MUNICIPALITY OF CIALES,7878713500,7878711847,sec8ciales@yahoo.com,7878713637,7878711710,sec8ciales@yahoo.com,,,74,SMALL (50-99),SMALL (50-99),6/30,Section 8,0,0,0,0,68,68,91.89,0,74,68,100,0,0,0,0,363938,329594,0,0,428,435,92,2.96,5.42,100,2520,72,Ciales,039,955800,,,,,Ciales,39,37338,Jaguas,99999,Pesas barrio,99,,9999,,41980,"San Juan-Bayamsn-Caguas, PR Metropolitan Statistical Area",99999,,1,0,7298,,,,,,CIALES,PR,00638,,,00638,,,,,,,S,,,,,S,Street not found,18.2869,-66.4768,5,H,T,R,**  Centroid Lat/Long   **,72039,7299999,72039955800,,72039,2020/08/24 16,57,41+00,354967
47,-71.002643,42.514562,47,MA880,Bridgewell,7815931088,7815935731,ewhite@bridgewell.org,3398832107,7815931737,ewhite@bridgewell.org,,,165,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,0,0,0,0,165,119,0,0,0,0,0,146296,146296,0,0,0,0,29,23.79,57.77,99.16,14881,25,Essex,009,209100,2,2007,,,Essex,9,37560,Lynnfield,37595,Lynnfield CDP,U1,,1120,"Boston, MA-NH PMSA",14460,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",71650,"Boston-Cambridge-Newton, MA-NH Metropolitan NECTA",1,0,2506,,Y,,471 Broadway,,Lynnfield,MA,01940,1401,,01940,71,2,01940140171,S,,,,0,,,,,100% Overall probable correctness,42.514562,-71.002643,S,,R,U,** Street-Level Rooftop **,25009,2537595,25009209100,250092091002,2500937560,2020/08/24 16,57,41+00,0
48,-70.868963,42.808395,48,MA032,Newburyport Housing Authority,9784657216,9784633080,tmwatson@nhahousing.com,9784657216,9784633080,tmwatson@nhahousing.com,High Performer,SMALL (50-99),102,MEDIUM LOW (100-299),MEDIUM LOW (100-299),3/31,Combined,50,50,50,49,87,136,89.47,1,152,136,100,139517,139517,78409,78409,1340173,1139966,0,0,808,744,26,42.71,22.4,100,16489,25,Essex,009,268300,1,1054,,,Essex,9,45245,Newburyport,45245,Newburyport city,C5,,1120,"Boston, MA-NH PMSA",14460,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",71650,"Boston-Cambridge-Newton, MA-NH Metropolitan NECTA",1,0,2506,1632,D,,25 Temple St,,Newburyport,MA,01950,2713,,01950,99,4,01950271399,H,1SUD,,,0,,,N,,100% Overall probable correctness,42.808395,-70.868963,S,,R,U,** Street-Level Rooftop **,25009,2545245,25009268300,250092683001,2545245,2020/08/24 16,57,41+00,1232525
49,-70.856625,42.84084,49,MA174,Salisbury Housing Authority,9784628600,9784633512,iha.kmcguire@gmail.com,9784628600,,iha.kmcguire@gmail.com,,,58,SMALL (50-99),SMALL (50-99),12/31,Section 8,0,0,0,0,53,53,91.38,0,58,54,100,0,0,0,0,599705,748003,0,0,1220,1039,24,13,33,100,15632,25,Essex,009,267101,3,3000,,,Essex,9,59245,Salisbury,59210,Salisbury CDP,U1,,1120,"Boston, MA-NH PMSA",14460,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",71650,"Boston-Cambridge-Newton, MA-NH Metropolitan NECTA",1,0,2506,,D,,23 Beach Rd,,Salisbury,MA,01952,2048,,01952,99,1,01952204899,H,1SUD,,,0,,,N,,100% Overall probable correctness,42.84084,-70.856625,S,,R,U,** Street-Level Rooftop **,25009,2559210,25009267101,250092671013,2500959245,2020/08/24 16,57,41+00,610821
50,-70.929985,42.540341,50,MA054,Peabody Housing Authority,9785311938,9789770489,amburns@peabodyhousing.org,9785311938,9789770489,amburns@peabodyhousing.org,,,337,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Section 8,0,0,0,0,245,245,72.7,0,337,365,100,0,0,0,0,3238879,2827873,0,0,1716,1624,196,16.48,17.9,100,14184,25,Essex,009,210400,2,2014,,,Essex,9,52490,Peabody,52490,Peabody city,C5,,1120,"Boston, MA-NH PMSA",14460,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",71650,"Boston-Cambridge-Newton, MA-NH Metropolitan NECTA",1,0,2506,1884,S,,75 Central St,,Peabody,MA,01960,4302,,01960,99,7,01960430299,H,,,,1,,,A,,90% Overall probable correctness,42.540341,-70.929985,S,,R,U,** Street-Level Rooftop **,25009,2552490,25009210400,250092104002,2552490,2020/08/24 16,57,41+00,4365133
51,-70.625461,42.654193,51,MA073,Rockport Housing Authority,9785463181,9785462306,Leigh.RHA@outlook.com,9785463181,9785462306,Leigh.RHA@outlook.com,,,153,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,146,146,95.42,0,153,145,99.31,0,0,0,0,2178322,1836601,0,0,1326,1176,65,17.56,22.14,97.93,12960,25,Essex,009,220102,2,2000,,,Essex,9,57880,Rockport,57845,Rockport CDP,U1,,1120,"Boston, MA-NH PMSA",14460,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",71650,"Boston-Cambridge-Newton, MA-NH Metropolitan NECTA",1,0,2506,,Y,,13 Millbrook Park,,Rockport,MA,01966,1458,,01966,13,6,01966145813,S,,,,0,,,,,100% Overall probable correctness,42.654193,-70.625461,S,,R,U,** Street-Level Rooftop **,25009,2557845,25009220102,250092201022,2500957880,2020/08/24 16,57,41+00,1976436
52,-70.891038,42.521065,52,MA055,Salem Housing Authority,9787444432,9787449614,dtucker@salemha.org,9787444431,9787449614,choog@salemha.org,High Performer,VERY SMALL (0-49),1338,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",9/30,Combined,39,39,39,39,1110,1149,83.44,0,1377,1035,90.08,155072,155072,73486,73486,14712989,15406531,0,0,1141,971,741,18.46,12.14,99.52,16520,25,Essex,009,204300,1,1016,,,Essex,9,59105,Salem,59105,Salem city,C5,,1120,"Boston, MA-NH PMSA",14460,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",71650,"Boston-Cambridge-Newton, MA-NH Metropolitan NECTA",1,0,2506,2118,D,,27 Charter St,,Salem,MA,01970,3656,,01970,99,5,01970365699,H,1SUD,,,0,,,N,,100% Overall probable correctness,42.521065,-70.891038,S,,R,U,** Street-Level Rooftop **,25009,2559105,25009204300,250092043001,2559105,2020/08/24 16,57,41+00,12949558
53,-71.484336,42.025211,53,MA090,Bellingham Housing Authority,5088834999,5088836719,BellinghamHA@comcast.net,5088834999,5088836719,BellinghamHA@comcast.net,,,30,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Section 8,0,0,0,0,30,30,100,0,30,35,100,0,0,0,0,521497,475257,0,0,1620,1581,39,10.99,15.38,100,14140,25,Norfolk,021,443102,2,2039,,,Norfolk,21,4930,Bellingham,99999,Remainder of Bellingham town,99,,1120,"Boston, MA-NH PMSA",14460,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",77200,"Providence-Warwick, RI-MA Metropolitan NECTA",1,0,2502,,Y,,10 Wrentham Mnr,,Bellingham,MA,02019,2620,,02019,10,7,02019262010,S,,,,0,,,,,100% Overall probable correctness,42.025211,-71.484336,S,,R,U,** Street-Level Rooftop **,25021,2599999,25021443102,250214431022,2502104930,2020/08/24 16,57,41+00,531235
54,-71.150249,42.248637,54,MA040,Dedham Housing Authority,7813263543,7813261023,joanne@dedhamhousing.org,7813263543,,carrie@dedhamhousing.org,Standard Performer,VERY SMALL (0-49),461,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Combined,24,24,24,23,458,481,99.17,0,485,481,100,102511,102511,53433,53433,6460268,5684550,0,0,1263,1155,307,17.9,16.05,99.17,16990,25,Norfolk,021,402102,2,2026,,,Norfolk,21,16495,Dedham,16530,Dedham CDP,U1,,1120,"Boston, MA-NH PMSA",14460,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",71650,"Boston-Cambridge-Newton, MA-NH Metropolitan NECTA",1,0,2508,0564,Y,,163 Dedham Blvd,,Dedham,MA,02026,2541,,02026,63,9,02026254163,S,,,,2,,,,,80% Overall probable correctness,42.248637,-71.150249,S,,R,U,** Street-Level Rooftop **,25021,2516530,25021402102,250214021022,2502116495,2020/08/24 16,57,41+00,6224580
55,-70.898826,42.243225,55,MA119,Hingham Housing Authority,7817411417,7817419888,jmarathas@quincyha.com,7818584008,,jmarathas@quincyha.com,,,25,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Section 8,0,0,0,0,25,25,100,0,25,28,100,0,0,0,0,403523,354931,0,0,1415,1326,13,14,28,100,14244,25,Plymouth,023,501102,2,2028,,,Plymouth,23,30210,Hingham,30175,Hingham CDP,U1,,1120,"Boston, MA-NH PMSA",14460,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",71650,"Boston-Cambridge-Newton, MA-NH Metropolitan NECTA",1,0,2508,,D,,30 Thaxter St,,Hingham,MA,02043,2143,,02043,99,3,02043214399,H,1SUD,,,0,,,N,,100% Overall probable correctness,42.243225,-70.898826,S,,R,U,** Street-Level Rooftop **,25023,2530175,25023501102,250235011022,2502330210,2020/08/24 16,57,41+00,397903
56,-71.24117,42.379346,56,MA013,Waltham Housing Authority,7818943357,7818947595,jgoll@walhouse.org,7818943357,7818947595,jgoll@walhouse.org,Standard Performer,MEDIUM LOW (100-299),450,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),9/30,Combined,266,265,266,258,411,669,93.57,7,715,661,98.8,1129840,1129840,576859,576859,6265475,6742927,0,0,1099,1034,236,31.05,21.46,99.85,15792,25,Middlesex,017,368300,1,1007,,,Middlesex,17,72600,Waltham,72600,Waltham city,C5,,1120,"Boston, MA-NH PMSA",14460,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",71650,"Boston-Cambridge-Newton, MA-NH Metropolitan NECTA",1,0,2505,,Y,,110 Pond St,,Waltham,MA,02451,4506,,02451,10,2,02451450610,S,,,,0,,,,,100% Overall probable correctness,42.379346,-71.24117,S,,R,U,** Street-Level Rooftop **,25017,2572600,25017368300,250173683001,2572600,2020/08/24 16,57,41+00,8100534
57,-71.209472,42.321075,57,MA036,Newton Housing Authority,6175525501,6179648387,azarechian@newtonhousing.org,5088165277,,azarechian@newtonhousing.org,Standard Performer,MEDIUM LOW (100-299),441,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),12/31,Combined,298,298,298,287,436,723,97.83,10,739,712,98.48,1419238,1419238,471139,471139,6015451,8247964,0,0,1091,1023,250,35.82,20.06,99.3,12231,25,Middlesex,017,374200,2,2026,,,Middlesex,17,45560,Newton,45560,Newton city,C5,,1120,"Boston, MA-NH PMSA",14460,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",71650,"Boston-Cambridge-Newton, MA-NH Metropolitan NECTA",1,0,2504,1650,D,,82 Lincoln St,,Newton Highlands,MA,02461,1551,,02461,99,7,02461155199,H,1SUD,,,0,,,N,,100% Overall probable correctness,42.321075,-71.209472,S,,R,U,** Street-Level Rooftop **,25017,2545560,25017374200,250173742002,2545560,2020/08/24 16,57,41+00,8651372
58,-71.190628,42.371749,58,MA093,Watertown Housing Authority,6179233950,6179232466,WatertownH@aol.com,6179233950,6179232466,mlara@watertownha.org,Standard Performer,SMALL (50-99),156,MEDIUM LOW (100-299),MEDIUM LOW (100-299),12/31,Combined,50,50,50,49,147,196,95.15,1,206,190,96.94,200888,200888,97119,97119,1742828,2303080,0,0,1089,992,31,48.59,21.83,100,15744,25,Middlesex,017,370102,2,2005,,,Middlesex,17,73440,Watertown,73440,Watertown Town city,C5,,1120,"Boston, MA-NH PMSA",14460,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",71650,"Boston-Cambridge-Newton, MA-NH Metropolitan NECTA",1,0,2505,,D,,55 Waverley Ave,,Watertown,MA,02472,3613,,02472,99,4,02472361399,H,1SUD,,,0,,,N,,100% Overall probable correctness,42.371749,-71.190628,S,,R,U,** Street-Level Rooftop **,25017,2573440,25017370102,250173701022,2573440,2020/08/24 16,57,41+00,2297084
