Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,company standardization first pass,Corporate Affiliation,DBA Name,County Orig,Year,Layoff/Closure clean,Population,City 2
06/22/2020,06/22/2020,07/08/2020,Hyatt Regency Long Beach,Long Beach,Los Angeles County,35.0,Layoff Permanent,HYATT REGENCY LONG BEACH,HYATT,HYATT REGENCY LONG BEACH,Los Angeles County,2020,layoff permanent,10039107.0,long beach
06/29/2020,06/30/2020,07/08/2020,Napa Valley Marriott Hotel & Spa,Napa,Napa County,99.0,Layoff Permanent,NAPA VALLEY MARRIOTT HOTEL  SPA,MARRIOTT,NAPA VALLEY MARRIOTT HOTEL  SPA,Napa County,2020,layoff permanent,137744.0,napa
04/01/2020,03/17/2020,07/08/2020,"Royal Automotive Group, dba Royal Motor Sales",San Francisco,San Francisco County,90.0,Layoff Temporary,ROYAL AUTOMOTIVE GROUP DBA ROYAL MOTOR SALES,ROYAL AUTOMOTIVE GROUP,ROYAL MOTOR SALES,San Francisco County,2020,layoff temporary,881549.0,san francisco
07/02/2020,09/03/2020,07/09/2020,"Avanos Medical, Inc.",Concord,Contra Costa County,41.0,Closure Permanent,AVANOS MEDICAL INC,AVANOS MEDICAL INC,AVANOS MEDICAL INC,Contra Costa County,2020,closure permanent,1153526.0,concord
07/01/2020,06/30/2020,07/09/2020,Crowne Plaza Concord/Walnut Creek,Concord,Contra Costa County,13.0,Layoff Temporary,CROWNE PLAZA CONCORDWALNUT CREEK,CROWNE PLAZA CONCORDWALNUT CREEK,CROWNE PLAZA CONCORDWALNUT CREEK,Contra Costa County,2020,layoff temporary,1153526.0,concord
04/23/2020,04/23/2020,07/09/2020,"Channel Control Merchants of California, LLC, aka CCM California",Los Angeles,Los Angeles County,97.0,Closure Permanent,CHANNEL CONTROL MERCHANTS OF CALIFORNIA LLC AKA CCM CALIFORNIA,CHANNEL CONTROL MERCHANTS LLC,CHANNEL CONTROL MERCHANTS OF CALIFORNIA LLC AKA CCM CALIFORNIA,Los Angeles County,2020,closure permanent,10039107.0,los angeles
04/15/2020,03/16/2020,07/09/2020,Mastroianni Family Enterprises dba Jay's Catering & Ellie's Table,Garden Grove,Orange County,94.0,Layoff Type Unknown,MASTROIANNI FAMILY ENTERPRISES DBA JAYS CATERING  ELLIES TABLE,MASTROIANNI FAMILY ENTERPRISES,JAYS CATERING  ELLIES TABLE,Orange County,2020,layoff type uncategorized,3175692.0,garden grove
06/25/2020,06/29/2020,07/09/2020,Summit Machine Inc.,Ontario,San Bernardino County,123.0,Layoff Temporary,SUMMIT MACHINE INC,SUMMIT MACHINE INC,SUMMIT MACHINE INC,San Bernardino County,2020,layoff temporary,2180085.0,ontario
03/25/2020,03/30/2020,07/09/2020,La Costa Dental Care,Carlsbad,San Diego County,5.0,Layoff Permanent,LA COSTA DENTAL CARE,LA COSTA DENTAL CARE,LA COSTA DENTAL CARE,San Diego County,2020,layoff permanent,3338330.0,carlsbad
03/19/2020,03/19/2020,07/09/2020,Metropolitan Transit System,San Diego,San Diego County,2.0,Layoff Temporary,METROPOLITAN TRANSIT SYSTEM,METROPOLITAN TRANSIT SYSTEM,METROPOLITAN TRANSIT SYSTEM,San Diego County,2020,layoff temporary,3338330.0,san diego
04/21/2020,05/05/2020,07/09/2020,Adventist Health Simi Valley,Simi Valley,Ventura County,1.0,Layoff Permanent,ADVENTIST HEALTH SIMI VALLEY,ADVENTIST HEALTH,ADVENTIST HEALTH SIMI VALLEY,Ventura County,2020,layoff permanent,846006.0,simi valley
04/21/2020,05/05/2020,07/09/2020,Adventist Health Simi Valley,Simi Valley,Ventura County,3.0,Layoff Temporary,ADVENTIST HEALTH SIMI VALLEY,ADVENTIST HEALTH,ADVENTIST HEALTH SIMI VALLEY,Ventura County,2020,layoff temporary,846006.0,simi valley
04/16/2020,04/23/2020,07/09/2020,"Quemetco, Inc.",City of Industry,Los Angeles County,212.0,Layoff Temporary,QUEMETCO INC,QUEMETCO INC,QUEMETCO INC,Los Angeles County,2020,layoff temporary,10039107.0,city of industry
04/22/2020,03/19/2020,07/09/2020,Hilton Hotel Employer LLC dba Hilton Beverly Hills,Beverly Hills,Los Angeles County,580.0,Layoff Temporary,HILTON HOTEL EMPLOYER LLC DBA HILTON BEVERLY HILLS,HILTON,HILTON BEVERLY HILLS,Los Angeles County,2020,layoff temporary,10039107.0,beverly hills
06/26/2020,06/19/2020,07/09/2020,Worley Group Inc.,Long Beach,Los Angeles County,16.0,Layoff Permanent,WORLEY GROUP INC,WORLEY GROUP INC,WORLEY GROUP INC,Los Angeles County,2020,layoff permanent,10039107.0,long beach
04/24/2020,03/17/2020,07/09/2020,"City Mechanical, Inc.",Petaluma,Sonoma County,31.0,Layoff Temporary,CITY MECHANICAL INC,CITY MECHANICAL INC,CITY MECHANICAL INC,Sonoma County,2020,layoff temporary,494336.0,petaluma
03/25/2020,03/16/2020,07/09/2020,Monarchs National Gymnastics Center,Agoura Hills,Los Angeles County,25.0,Layoff Temporary,MONARCHS NATIONAL GYMNASTICS CENTER,MONARCHS NATIONAL GYMNASTICS CENTER,MONARCHS NATIONAL GYMNASTICS CENTER,Los Angeles County,2020,layoff temporary,10039107.0,agoura hills
04/21/2020,04/21/2020,07/09/2020,LB Construction Inc,Roseville,Placer County,82.0,Layoff Temporary,LB CONSTRUCTION INC,LB CONSTRUCTION INC,LB CONSTRUCTION INC,Placer County,2020,layoff temporary,398329.0,roseville
03/25/2020,03/20/2020,07/09/2020,Staypineapple Hotel Z,San Diego,San Diego County,19.0,Layoff Temporary,STAYPINEAPPLE HOTEL Z,STAYPINEAPPLE,STAYPINEAPPLE HOTEL Z,San Diego County,2020,layoff temporary,3338330.0,san diego
03/25/2020,03/20/2020,07/09/2020,Staypineapple San Francisco,San Francisco,San Francisco County,25.0,Layoff Temporary,STAYPINEAPPLE SAN FRANCISCO,STAYPINEAPPLE,STAYPINEAPPLE SAN FRANCISCO,San Francisco County,2020,layoff temporary,881549.0,san francisco
03/25/2020,03/14/2020,07/09/2020,Staypineapple San Francisco,San Francisco,San Francisco County,6.0,Layoff Temporary,STAYPINEAPPLE SAN FRANCISCO,STAYPINEAPPLE,STAYPINEAPPLE SAN FRANCISCO,San Francisco County,2020,layoff temporary,881549.0,san francisco
03/17/2020,03/17/2020,07/09/2020,China Live,San Francisco,San Francisco County,170.0,Layoff Temporary,CHINA LIVE,CHINA LIVE,CHINA LIVE,San Francisco County,2020,layoff temporary,881549.0,san francisco
04/23/2020,04/15/2020,07/09/2020,Wyndham Vacation Ownership,Windsor,Sonoma County,2.0,Layoff Permanent,WYNDHAM VACATION OWNERSHIP,WYNDHAM VACATION OWNERSHIP,WYNDHAM VACATION OWNERSHIP,Sonoma County,2020,layoff permanent,494336.0,windsor
04/23/2020,04/15/2020,07/09/2020,Wyndham Vacation Ownership,Windsor,Sonoma County,21.0,Layoff Permanent,WYNDHAM VACATION OWNERSHIP,WYNDHAM VACATION OWNERSHIP,WYNDHAM VACATION OWNERSHIP,Sonoma County,2020,layoff permanent,494336.0,windsor
03/27/2020,03/20/2020,07/09/2020,"Evoke Research and Consulting, LLC",Point Mugu Nawc,Ventura County,2.0,Layoff Permanent,EVOKE RESEARCH AND CONSULTING LLC,EVOKE RESEARCH AND CONSULTING LLC,EVOKE RESEARCH AND CONSULTING LLC,Ventura County,2020,layoff permanent,846006.0,point mugu nawc
03/25/2020,03/16/2020,07/09/2020,Manarchs Athletics,Newbury Park,Ventura County,25.0,Layoff Temporary,MANARCHS ATHLETICS,MANARCHS ATHLETICS,MANARCHS ATHLETICS,Ventura County,2020,layoff temporary,846006.0,newbury park
06/24/2020,08/01/2020,07/10/2020,Levy Premium Foodservice Limited Partnership (&ldquo;Levy&rdquo;) operation at The Rose Bowl,Pasadena,Los Angeles County,14.0,Layoff Permanent,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP LDQUOLEVYRDQUO OPERATION AT THE ROSE BOWL,LEVY PREMIUM FOODSERVICE LP,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP LDQUOLEVYRDQUO OPERATION AT THE ROSE BOWL,Los Angeles County,2020,layoff permanent,10039107.0,pasadena
03/25/2020,03/17/2020,07/10/2020,"O C House SF, LLC dba The Old Clam House",San Francisco,San Francisco County,37.0,Closure Temporary,O C HOUSE SF LLC DBA THE OLD CLAM HOUSE,O C HOUSE SF LLC,THE OLD CLAM HOUSE,San Francisco County,2020,closure temporary,881549.0,san francisco
03/25/2020,03/17/2020,07/10/2020,Osso Steakhouse,San Francisco,San Francisco County,33.0,Closure Temporary,OSSO STEAKHOUSE,OSSO STEAKHOUSE,OSSO STEAKHOUSE,San Francisco County,2020,closure temporary,881549.0,san francisco
04/08/2020,03/20/2020,07/10/2020,"Fremont Automotive Retailing Group, Inc. dba Fremont Chevrolet, Cadillac, Buick GMC",Fremont,Alameda County,1.0,Layoff Temporary,FREMONT AUTOMOTIVE RETAILING GROUP INC DBA FREMONT CHEVROLET CADILLAC BUICK GMC,FREMONT AUTOMOTIVE RETAILING GROUP INC,FREMONT CHEVROLET CADILLAC BUICK GMC,Alameda County,2020,layoff temporary,1671329.0,fremont
03/19/2020,03/20/2020,07/13/2020,Efoxx Hair,Sherman Oaks,Los Angeles County,1.0,Closure Temporary,EFOXX HAIR,EFOXX HAIR,EFOXX HAIR,Los Angeles County,2020,closure temporary,10039107.0,sherman oaks
04/03/2020,03/20/2020,07/13/2020,"Mammoth Mountain Ski Area, LLC",Mammoth Lakes,Mono County,94.0,Layoff Permanent,MAMMOTH MOUNTAIN SKI AREA LLC,MAMMOTH MOUNTAIN SKI AREA LLC,MAMMOTH MOUNTAIN SKI AREA LLC,Mono County,2020,layoff permanent,14444.0,mammoth lakes
04/03/2020,03/20/2020,07/13/2020,"Mammoth Mountain Ski Area, LLC",Mammoth Lakes,Mono County,201.0,Layoff Temporary,MAMMOTH MOUNTAIN SKI AREA LLC,MAMMOTH MOUNTAIN SKI AREA LLC,MAMMOTH MOUNTAIN SKI AREA LLC,Mono County,2020,layoff temporary,14444.0,mammoth lakes
03/26/2020,03/30/2020,07/13/2020,Jurupa Community Services District,Mira Loma,Riverside County,52.0,Closure Temporary,JURUPA COMMUNITY SERVICES DISTRICT,JURUPA COMMUNITY SERVICES DISTRICT,JURUPA COMMUNITY SERVICES DISTRICT,Riverside County,2020,closure temporary,2470546.0,mira loma
06/17/2020,03/25/2020,07/13/2020,"Positive Pathways, LLC",San Francisco,San Francisco County,54.0,Layoff Temporary,POSITIVE PATHWAYS LLC,POSITIVE PATHWAYS LLC,POSITIVE PATHWAYS LLC,San Francisco County,2020,layoff temporary,881549.0,san francisco
06/09/2020,06/10/2020,07/13/2020,"San Joaquin Valley College, Inc.",Visalia,Tulare County,43.0,Layoff Permanent,SAN JOAQUIN VALLEY COLLEGE INC,SAN JOAQUIN VALLEY COLLEGE INC,SAN JOAQUIN VALLEY COLLEGE INC,Tulare County,2020,layoff permanent,466195.0,visalia
07/10/2020,08/01/2020,07/13/2020,San Francisco Opera,Burlingame,San Mateo County,19.0,Layoff Temporary,SAN FRANCISCO OPERA,SAN FRANCISCO OPERA,SAN FRANCISCO OPERA,San Mateo County,2020,layoff temporary,766573.0,burlingame
04/03/2020,03/18/2020,07/13/2020,"Michael Cadillac, Inc. dba Michael Chevrolet, Michael Toyota, Michael Volkswagen",Fresno,Fresno County,278.0,Layoff Temporary,MICHAEL CADILLAC INC DBA MICHAEL CHEVROLET MICHAEL TOYOTA MICHAEL VOLKSWAGEN,MICHAEL CADILLAC INC,MICHAEL CHEVROLET MICHAEL TOYOTA MICHAEL VOLKSWAGEN,Fresno County,2020,layoff temporary,999101.0,fresno
06/09/2020,05/12/2020,07/13/2020,San Joaquin Valley College,San Jose,Santa Clara County,8.0,Layoff Permanent,SAN JOAQUIN VALLEY COLLEGE,SAN JOAQUIN VALLEY COLLEGE INC,SAN JOAQUIN VALLEY COLLEGE,Santa Clara County,2020,layoff permanent,1927852.0,san jose
07/06/2020,07/10/2020,07/14/2020,Course At Wente Vineyards,Livermore,Alameda County,48.0,Closure Temporary,COURSE AT WENTE VINEYARDS,COURSE AT WENTE VINEYARDS,COURSE AT WENTE VINEYARDS,Alameda County,2020,closure temporary,1671329.0,livermore
07/01/2020,06/30/2020,07/14/2020,Crowne Plaza Concord/Walnut Creek,Concord,Contra Costa County,13.0,Layoff Permanent,CROWNE PLAZA CONCORDWALNUT CREEK,CROWNE PLAZA CONCORDWALNUT CREEK,CROWNE PLAZA CONCORDWALNUT CREEK,Contra Costa County,2020,layoff permanent,1153526.0,concord
07/01/2020,07/15/2020,07/14/2020,Angeles Philharmonic Association,Sherman Oaks,Los Angeles County,15.0,Closure Temporary,ANGELES PHILHARMONIC ASSOCIATION,LOS ANGELES PHILHARMONIC ASSOCIATION,ANGELES PHILHARMONIC ASSOCIATION,Los Angeles County,2020,closure temporary,10039107.0,sherman oaks
07/01/2020,07/24/2020,07/14/2020,Dapper Cadaver LLC,Sun Valley,Los Angeles County,7.0,Closure Permanent,DAPPER CADAVER LLC,DAPPER CADAVER LLC,DAPPER CADAVER LLC,Los Angeles County,2020,closure permanent,10039107.0,sun valley
07/03/2020,07/31/2020,07/14/2020,"Listo, Inc.",Whittier,Los Angeles County,32.0,Closure Permanent,LISTO INC,LISTO INC,LISTO INC,Los Angeles County,2020,closure permanent,10039107.0,whittier
06/29/2020,08/31/2020,07/14/2020,Adventist Health Ukiah Valley,Ukiah,Mendocino County,9.0,Layoff Permanent,ADVENTIST HEALTH UKIAH VALLEY,ADVENTIST HEALTH,ADVENTIST HEALTH UKIAH VALLEY,Mendocino County,2020,layoff permanent,86749.0,ukiah
06/28/2020,06/28/2020,07/14/2020,The Comedy Store,La Jolla,San Diego County,21.0,Layoff Temporary,THE COMEDY STORE,THE COMEDY STORE,THE COMEDY STORE,San Diego County,2020,layoff temporary,3338330.0,la jolla
03/26/2020,03/24/2020,07/14/2020,"Alsco, Inc.",Crescent City,Del Norte County,6.0,Closure Temporary,ALSCO INC,ALSCO,ALSCO INC,Del Norte County,2020,closure temporary,27812.0,crescent city
03/25/2020,03/17/2020,07/14/2020,Learn & Play Montessori Sch,Dublin,Alameda County,111.0,Closure Temporary,LEARN  PLAY MONTESSORI SCHOOL,LEARN  PLAY MONTESSORI SCHOOL,LEARN  PLAY MONTESSORI SCHOOL,Alameda County,2020,closure temporary,1671329.0,dublin
03/25/2020,03/17/2020,07/14/2020,Learn & Play Montessori School,Danville,Contra Costa County,20.0,Layoff Temporary,LEARN  PLAY MONTESSORI SCHOOL,LEARN  PLAY MONTESSORI SCHOOL,LEARN  PLAY MONTESSORI SCHOOL,Contra Costa County,2020,layoff temporary,1153526.0,danville
03/31/2020,04/01/2020,07/14/2020,Kellwood Apparel,La Puente,Los Angeles County,200.0,Layoff Temporary,KELLWOOD APPAREL,KELLWOOD APPAREL,KELLWOOD APPAREL,Los Angeles County,2020,layoff temporary,10039107.0,la puente
03/26/2020,03/19/2020,07/14/2020,Donald L Dillon DDS,Anaheim,Orange County,4.0,Closure Temporary,DONALD L DILLON DDS,DONALD L DILLON DDS,DONALD L DILLON DDS,Orange County,2020,closure temporary,3175692.0,anaheim
06/22/2020,06/07/2020,07/14/2020,Andro's Rostilj,Campbell,Santa Clara County,221.0,Layoff Temporary,ANDROS ROSTILJ,ANDROS ROSTILJ,ANDROS ROSTILJ,Santa Clara County,2020,layoff temporary,1927852.0,campbell
03/04/2020,03/17/2020,07/14/2020,"Seigo Enterprises, Inc. dba Zen Toro",Davis,Yolo County,12.0,Layoff Temporary,SEIGO ENTERPRISES INC DBA ZEN TORO,SEIGO ENTERPRISES INC,ZEN TORO,Yolo County,2020,layoff temporary,220500.0,davis
03/27/2020,03/28/2020,07/15/2020,Ensign United States Drilling Inc.,Bakersfield,Kern County,150.0,Layoff Permanent,ENSIGN UNITED STATES DRILLING INC,ENSIGN UNITED STATES DRILLING INC,ENSIGN UNITED STATES DRILLING INC,Kern County,2020,layoff permanent,900202.0,bakersfield
07/07/2020,07/08/2020,07/15/2020,Dickson Testing Company,South Gate,Los Angeles County,38.0,Layoff Temporary,DICKSON TESTING COMPANY,DICKSON TESTING COMPANY,DICKSON TESTING COMPANY,Los Angeles County,2020,layoff temporary,10039107.0,south gate
07/07/2020,06/10/2020,07/15/2020,Dickson Testing Company,South Gate,Los Angeles County,57.0,Layoff Permanent,DICKSON TESTING COMPANY,DICKSON TESTING COMPANY,DICKSON TESTING COMPANY,Los Angeles County,2020,layoff permanent,10039107.0,south gate
07/02/2020,07/03/2020,07/15/2020,Reimagine Network,Orange,Orange County,83.0,Layoff Temporary,REIMAGINE NETWORK,REIMAGINE NETWORK,REIMAGINE NETWORK,Orange County,2020,layoff temporary,3175692.0,orange
03/20/2020,03/18/2020,07/15/2020,"Green Farms, Inc dba Worldwide Produce",Chula Vista,San Diego County,4.0,Layoff Temporary,GREEN FARMS INC DBA WORLDWIDE PRODUCE,GREEN FARMS,WORLDWIDE PRODUCE,San Diego County,2020,layoff temporary,3338330.0,chula vista
04/13/2020,03/19/2020,07/15/2020,Trumpet Behavioral Health Facility,San Bruno,San Mateo County,64.0,Layoff Temporary,TRUMPET BEHAVIORAL HEALTH,TRUMPET BEHAVIORAL HEALTH,TRUMPET BEHAVIORAL HEALTH,San Mateo County,2020,layoff temporary,766573.0,san bruno
07/01/2020,09/01/2020,07/15/2020,"Ferrari-Carano Vineyards and Winery, LLC",Healdsburg,Sonoma County,95.0,Layoff Permanent,FERRARICARANO VINEYARDS AND WINERY LLC,FERRARICARANO VINEYARDS AND WINERY LLC,FERRARICARANO VINEYARDS AND WINERY LLC,Sonoma County,2020,layoff permanent,494336.0,healdsburg
07/08/2020,09/17/2020,07/15/2020,"GPI Converting, LLC",Commerce,Los Angeles County,64.0,Layoff Permanent,GPI CONVERTING LLC,GPI CONVERTING LLC,GPI CONVERTING LLC,Los Angeles County,2020,layoff permanent,10039107.0,commerce
07/08/2020,09/17/2020,07/15/2020,"GPI Converting, LLC",Los Angeles,Los Angeles County,64.0,Layoff Permanent,GPI CONVERTING LLC,GPI CONVERTING LLC,GPI CONVERTING LLC,Los Angeles County,2020,layoff permanent,10039107.0,los angeles
07/02/2020,07/01/2020,07/15/2020,Crystal Casino,Compton,Los Angeles County,295.0,Layoff Temporary,CRYSTAL CASINO,CRYSTAL CASINO,CRYSTAL CASINO,Los Angeles County,2020,layoff temporary,10039107.0,compton
07/15/2020,09/10/2020,07/15/2020,DynCorp International LLC,Fort Irwin,San Bernardino County,738.0,Layoff Permanent,DYNCORP INTERNATIONAL LLC,DYNCORP INTERNATIONAL LLC,DYNCORP INTERNATIONAL LLC,San Bernardino County,2020,layoff permanent,2180085.0,fort irwin
06/29/2020,08/28/2020,07/15/2020,Amentum dba Combined Tactical Training Range,San Diego,San Diego County,3.0,Layoff Permanent,AMENTUM DBA COMBINED TACTICAL TRAINING RANGE,AMENTUM,COMBINED TACTICAL TRAINING RANGE,San Diego County,2020,layoff permanent,3338330.0,san diego
03/25/2020,03/20/2020,07/15/2020,"Goodwill Industries of San Joaquin Valley, Inc.",Stockton,San Joaquin County,31.0,Layoff Temporary,GOODWILL INDUSTRIES,GOODWILL,GOODWILL INDUSTRIES,San Joaquin County,2020,layoff temporary,762148.0,stockton
03/25/2020,03/25/2020,07/15/2020,Goodwill Industries- San Joaquin,Modesto,Stanislaus County,16.0,Layoff Temporary,GOODWILL INDUSTRIES,GOODWILL,GOODWILL INDUSTRIES,Stanislaus County,2020,layoff temporary,550660.0,modesto
04/22/2020,04/22/2020,07/15/2020,Equinox,Thousand Oaks,Ventura County,45.0,Layoff Temporary,EQUINOX,EQUINOX,EQUINOX,Ventura County,2020,layoff temporary,846006.0,thousand oaks
07/08/2020,03/20/2020,07/16/2020,New Horizons,North Hills,Los Angeles County,32.0,Layoff Permanent,NEW HORIZONS,NEW HORIZONS,NEW HORIZONS,Los Angeles County,2020,layoff permanent,10039107.0,north hills
07/08/2020,03/20/2020,07/16/2020,New Horizons,North Hills,Los Angeles County,140.0,Layoff Temporary,NEW HORIZONS,NEW HORIZONS,NEW HORIZONS,Los Angeles County,2020,layoff temporary,10039107.0,north hills
07/07/2020,07/21/2020,07/16/2020,"Viking River Cruises, Inc.",Woodland Hills,Los Angeles County,106.0,Layoff Permanent,VIKING RIVER CRUISES INC,VIKING RIVER CRUISES INC,VIKING RIVER CRUISES INC,Los Angeles County,2020,layoff permanent,10039107.0,woodland hills
06/30/2020,06/30/2020,07/16/2020,Terrapin Crossroads,San Rafael,Marin County,104.0,Layoff Temporary,TERRAPIN CROSSROADS,TERRAPIN CROSSROADS,TERRAPIN CROSSROADS,Marin County,2020,layoff temporary,258826.0,san rafael
04/27/2020,04/28/2020,07/16/2020,Brady Corporation,Ontario,San Bernardino County,1.0,Layoff Temporary,BRADY CORPORATION,BRADY CORPORATION,BRADY CORPORATION,San Bernardino County,2020,layoff temporary,2180085.0,ontario
04/27/2020,04/28/2020,07/16/2020,Brady Corporation,Ontario,San Bernardino County,19.0,Layoff Temporary,BRADY CORPORATION,BRADY CORPORATION,BRADY CORPORATION,San Bernardino County,2020,layoff temporary,2180085.0,ontario
04/15/2020,03/27/2020,07/16/2020,Neighborhood Healthcare,Escondido,San Diego County,1.0,Layoff Permanent,NEIGHBORHOOD HEALTHCARE,NEIGHBORHOOD HEALTHCARE,NEIGHBORHOOD HEALTHCARE,San Diego County,2020,layoff permanent,3338330.0,escondido
07/08/2020,09/07/2020,07/16/2020,"Funding Circle USA, Inc.",San Francisco,San Francisco County,86.0,Layoff Permanent,FUNDING CIRCLE USA INC,FUNDING CIRCLE USA INC,FUNDING CIRCLE USA INC,San Francisco County,2020,layoff permanent,881549.0,san francisco
06/23/2020,08/17/2020,07/16/2020,"Vie De France Yamazaki, Inc.",Vernon,Los Angeles County,74.0,Layoff Permanent,VIE DE FRANCE YAMAZAKI INC,VIE DE FRANCE YAMAZAKI INC,VIE DE FRANCE YAMAZAKI INC,Los Angeles County,2020,layoff permanent,10039107.0,vernon
03/25/2020,03/20/2020,07/16/2020,Goodwill Industries - Fresno,Fresno,Fresno County,18.0,Layoff Temporary,GOODWILL INDUSTRIES,GOODWILL,GOODWILL INDUSTRIES,Fresno County,2020,layoff temporary,999101.0,fresno
03/19/2020,03/23/2020,07/16/2020,"Paradies Lagardere @ LAX F&B, LLC",Los Angeles,Los Angeles County,38.0,Layoff Temporary,PARADIES LAGARDERE  LAX FB LLC,PARADIES LAGARDERE,PARADIES LAGARDERE  LAX FB LLC,Los Angeles County,2020,layoff temporary,10039107.0,los angeles
03/31/2020,03/29/2020,07/16/2020,Omni Los Angeles Hotel,Los Angeles,Los Angeles County,1.0,Layoff Temporary,OMNI LOS ANGELES HOTEL,OMNI,OMNI LOS ANGELES HOTEL,Los Angeles County,2020,layoff temporary,10039107.0,los angeles
04/29/2020,03/20/2020,07/16/2020,Montage International - Pendry San Diego,San Diego,San Diego County,509.0,Layoff Temporary,MONTAGE INTERNATIONAL  PENDRY SAN DIEGO,MONTAGE HOTELS,MONTAGE INTERNATIONAL  PENDRY SAN DIEGO,San Diego County,2020,layoff temporary,3338330.0,san diego
05/22/2020,05/22/2020,07/21/2020,RUSNAK AUDI - PASADENA,Pasadena,Los Angeles County,22.0,Layoff Permanent,RUSNAK AUDI  PASADENA,RUSNAK,RUSNAK AUDI  PASADENA,Los Angeles County,2020,layoff permanent,10039107.0,pasadena
07/09/2020,07/09/2020,07/21/2020,"Blanca Investments, LLC dba Villa Blanca",Beverly Hills,Los Angeles County,50.0,Closure Permanent,BLANCA INVESTMENTS LLC DBA VILLA BLANCA,BLANCA INVESTMENTS LLC,VILLA BLANCA,Los Angeles County,2020,closure permanent,10039107.0,beverly hills
07/10/2020,07/10/2020,07/21/2020,"Designated Metal Connection, Inc",Gardena,Los Angeles County,96.0,Layoff Permanent,DESIGNATED METAL CONNECTION INC,DESIGNED METAL CONNECTION INC,DESIGNATED METAL CONNECTION INC,Los Angeles County,2020,layoff permanent,10039107.0,gardena
07/10/2020,07/24/2020,07/21/2020,Adventist Health Lodi Memorial,Lodi,San Joaquin County,1.0,Layoff Permanent,ADVENTIST HEALTH LODI MEMORIAL,ADVENTIST HEALTH,ADVENTIST HEALTH LODI MEMORIAL,San Joaquin County,2020,layoff permanent,762148.0,lodi
